"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"25","T.J. Yeldon (BUF)","182","740","4.1","45","4","2","36","46","279","7.8","1","0","12","137.9","11.5","0.1%"
"26","Jeremy Langford (FA)","148","537","3.6","23","1","6","22","42","279","12.7","1","0","16","136.6","8.5","0.0%"
"27","Duke Johnson Jr. (HOU)","104","379","3.6","39","2","0","61","74","534","8.8","2","0","16","133.8","8.4","57.4%"
"28","Eddie Lacy (FA)","187","758","4.1","29","4","3","20","28","188","9.4","2","2","15","130.6","8.7","0.3%"
"29","Shane Vereen (FA)","61","260","4.3","39","1","0","59","81","494","8.4","4","0","16","129.0","8.1","0.0%"
"30","C.J. Anderson (FA)","152","720","4.7","48","5","5","25","36","183","7.3","0","2","15","128.8","8.6","1.0%"
"31","Isaiah Crowell (FA)","185","706","3.8","54","5","4","19","22","182","9.6","1","0","16","128.3","8.0","0.0%"
"32","Javorius Allen (FA)","137","514","3.8","44","2","1","45","62","353","7.8","2","2","16","123.4","7.7","0.0%"
"33","Thomas Rawls (FA)","147","830","5.6","69","7","4","9","11","76","8.4","1","1","13","123.1","9.5","0.1%"
"34","Charcandrick West (FA)","160","634","4.0","38","4","4","20","34","214","10.7","1","1","15","122.8","8.2","0.0%"
"35","Darren Sproles (FA)","83","317","3.8","27","1","3","55","83","388","7.1","1","0","16","122.0","7.6","0.0%"
"36","LeGarrette Blount (FA)","165","703","4.3","38","4","6","6","7","43","7.2","1","0","12","119.6","10.0","0.0%"
"37","Karlos Williams (FA)","93","517","5.6","41","5","7","11","14","96","8.7","2","1","11","118.8","10.8","0.6%"
"38","Ryan Mathews (FA)","106","539","5.1","63","6","6","20","28","146","7.3","1","3","13","114.5","8.8","0.0%"
"39","Bilal Powell (FA)","70","313","4.5","24","3","1","47","63","388","8.3","2","0","11","111.6","10.1","0.0%"
"40","Justin Forsett (FA)","151","641","4.2","33","5","2","31","41","153","4.9","0","0","10","106.9","10.7","0.0%"
"41","Matt Jones (FA)","144","490","3.4","39","3","3","19","25","304","16.0","1","4","13","104.9","8.1","0.0%"
"42","Ameer Abdullah (MIN)","143","597","4.2","36","4","2","25","38","183","7.3","1","2","16","104.6","6.5","0.1%"
"43","Alfred Blue (FA)","183","698","3.8","41","2","2","15","16","109","7.3","1","1","16","104.2","6.5","0.0%"
"44","Chris Johnson (FA)","196","814","4.2","62","6","3","6","13","58","9.7","0","2","11","104.2","9.5","0.6%"
"45","James White (NE)","22","56","2.5","8","0","2","40","54","410","10.3","4","0","14","102.6","7.3","61.8%"
"46","Dion Lewis (NYG)","49","234","4.8","13","0","2","36","50","388","10.8","2","1","7","102.2","14.6","1.9%"
"47","Antonio Andrews (FA)","143","520","3.6","38","4","3","21","29","174","8.3","0","1","14","101.5","7.3","0.0%"
"48","Le'Veon Bell (KC)","113","556","4.9","42","8","3","24","26","136","5.7","0","0","6","99.2","16.5","61.4%"
"49","Joique Bell (FA)","90","311","3.5","36","2","4","22","27","286","13.0","0","0","13","94.7","7.3","0.2%"
"50","Melvin Gordon III (DEN)","184","641","3.5","27","6","0","33","37","192","5.8","0","4","14","91.8","6.6","91.4%"
"51","Alfred Morris (NYG)","202","751","3.7","48","4","1","10","13","55","5.5","0","0","16","91.6","5.7","0.2%"
"52","Jamaal Charles (FA)","71","364","5.1","34","2","4","21","30","177","8.4","1","2","5","90.6","18.1","0.1%"
"53","Tim Hightower (FA)","96","375","3.9","26","1","4","12","13","129","10.8","0","0","8","80.4","10.1","0.0%"
"54","Spencer Ware (FA)","72","403","5.6","52","4","6","6","6","5","0.8","0","0","11","79.8","7.3","0.0%"
"55","Kyle Juszczyk (SF)","2","3","1.5","2","0","0","41","56","321","7.8","4","0","16","76.9","4.8","0.4%"
"56","Marshawn Lynch (FA)","111","417","3.8","24","1","3","13","21","80","6.2","0","0","7","76.2","10.9","0.2%"
"57","Carlos Hyde (SEA)","115","470","4.1","22","1","3","11","15","53","4.8","0","0","7","75.8","10.8","27.3%"
"58","Chris Thompson (JAC)","35","216","6.2","42","3","0","35","48","240","6.9","2","0","13","75.1","5.8","3.6%"
"59","Mike Tolbert (FA)","62","256","4.1","29","1","1","18","23","154","8.6","3","0","16","74.0","4.6","0.0%"
"60","Jerick McKinnon (SF)","52","271","5.2","68","1","2","21","29","173","8.2","1","0","16","72.9","4.6","50.9%"
"61","Jonathan Grimes (FA)","56","282","5.0","37","2","1","26","31","173","6.7","1","0","14","72.5","5.2","0.0%"
"62","Joseph Randle (FA)","76","315","4.1","37","3","4","10","10","86","8.6","0","0","6","69.0","11.5","0.0%"
"63","Andre Ellington (FA)","45","289","6.4","63","2","3","15","24","148","9.9","0","1","10","67.2","6.7","0.1%"
"64","Arian Foster (FA)","63","163","2.6","16","0","1","22","28","227","10.3","2","1","4","66.0","16.5","0.0%"
"65","Shaun Draughn (FA)","78","273","3.5","30","1","1","27","35","176","6.5","0","0","11","64.4","5.9","0.0%"
"66","Chris Polk (FA)","99","334","3.4","20","1","1","16","28","109","6.8","1","0","15","64.3","4.3","0.0%"
"67","C.J. Spiller (FA)","36","112","3.1","11","0","0","34","44","239","7.0","2","0","13","64.1","4.9","0.1%"
"68","Marcel Reece (FA)","10","36","3.6","12","0","0","30","37","269","9.0","3","0","15","63.5","4.2","0.0%"
"69","Khiry Robinson (FA)","56","180","3.2","14","0","4","17","20","115","6.8","0","0","8","62.0","7.8","0.0%"
"70","Fred Jackson (FA)","26","100","3.8","16","0","0","32","41","257","8.0","2","1","16","61.7","3.9","0.0%"
"71","Brandon Bolden (NE)","63","207","3.3","14","0","0","19","30","180","9.5","2","0","15","60.2","4.0","0.0%"
"72","Denard Robinson (FA)","67","266","4.0","31","1","1","21","30","164","7.8","0","1","13","56.3","4.3","0.2%"
"73","Benny Cunningham (FA)","37","140","3.8","40","1","0","26","36","250","9.6","0","0","16","52.0","3.3","0.0%"
"74","Bishop Sankey (FA)","47","193","4.1","16","0","1","14","22","139","9.9","1","1","13","50.2","3.9","0.0%"
"75","Mike Gillislee (FA)","47","267","5.7","60","3","3","6","7","29","4.8","0","1","5","48.6","9.7","0.0%"
"76","Tre Mason (FA)","75","207","2.8","15","0","1","18","21","88","4.9","0","1","13","42.5","3.3","0.6%"
"77","Donald Brown (FA)","59","229","3.9","53","2","1","8","13","88","11.0","0","0","10","41.7","4.2","0.0%"
"78","Tevin Coleman (SF)","87","392","4.5","46","2","1","2","11","14","7.0","0","3","12","41.6","3.5","16.6%"
"79","Jay Ajayi (FA)","49","187","3.8","24","3","1","7","11","90","12.9","0","0","9","39.2","4.4","7.0%"
"80","Lance Dunbar (FA)","5","67","13.4","45","1","0","21","23","215","10.2","0","0","4","38.7","9.7","0.0%"
"81","Ahmad Bradshaw (FA)","31","85","2.7","23","1","0","10","14","64","6.4","3","0","6","37.9","6.3","0.0%"
"82","Travaris Cadet (FA)","11","28","2.5","6","0","0","17","22","214","12.6","1","1","7","36.7","5.2","0.0%"
"83","Ka'Deem Carey (FA)","43","159","3.7","11","0","2","3","3","19","6.3","1","1","11","35.3","3.2","0.0%"
"84","Andre Williams (FA)","88","257","2.9","35","1","1","1","3","7","7.0","0","0","16","34.9","2.2","0.0%"
"85","Damien Williams (KC)","16","59","3.7","19","0","0","21","28","142","6.8","1","1","16","34.6","2.2","2.0%"
"86","Matt Asiata (FA)","29","112","3.9","19","0","0","19","22","132","6.9","0","0","16","33.9","2.1","0.0%"
"87","Cameron Artis-Payne (FA)","45","183","4.1","31","2","1","5","5","58","11.6","0","0","7","32.6","4.7","0.0%"
"88","Robert Turbin (FA)","50","199","4.0","22","2","1","7","10","23","3.3","0","0","10","31.7","3.2","0.0%"
"89","Zach Line (FA)","6","10","1.7","3","0","2","6","9","95","15.8","1","0","16","31.5","2.0","0.0%"
"90","DuJuan Harris (FA)","48","189","3.9","47","3","0","9","14","97","10.8","0","1","4","31.1","7.8","0.0%"
"91","Jamize Olawale (DAL)","24","110","4.6","19","0","1","9","11","84","9.3","0","0","14","29.9","2.1","0.0%"
"92","Patrick DiMarco (FA)","1","0","0.0","0","0","0","13","17","110","8.5","2","0","16","29.5","1.8","0.0%"
"93","Fozzy Whittaker (FA)","25","108","4.3","16","0","1","12","15","64","5.3","0","0","15","29.2","1.9","0.0%"
"94","Jonas Gray (FA)","45","176","3.9","23","1","0","7","8","76","10.9","0","0","8","28.7","3.6","0.0%"
"95","Branden Oliver (FA)","31","108","3.5","15","0","0","13","15","112","8.6","0","0","8","28.5","3.6","0.0%"
"96","Christine Michael (FA)","54","243","4.5","45","1","0","3","6","16","5.3","0","0","8","27.4","3.4","0.0%"
"97","Terron Ward (FA)","29","95","3.3","13","0","1","9","13","73","8.1","0","0","13","27.3","2.1","0.0%"
"98","Zac Stacy (FA)","31","89","2.9","18","0","1","9","12","65","7.2","0","0","8","25.9","3.2","0.0%"
"99","Orleans Darkwa (FA)","36","153","4.3","17","0","1","3","5","31","10.3","0","0","16","25.9","1.6","0.0%"
"100","Bruce Miller (JAC)","6","14","2.3","4","0","1","10","14","135","13.5","0","0","16","25.9","1.6","0.0%"
"101","Taiwan Jones (BUF)","16","74","4.6","19","0","0","7","9","106","15.1","1","1","12","25.3","2.1","0.0%"
"102","John Kuhn (FA)","9","28","3.1","5","0","2","6","10","56","9.3","0","0","16","23.4","1.5","0.0%"
"103","Terrance West (FA)","62","231","3.7","17","0","0","4","5","21","5.3","0","2","8","23.0","2.9","0.0%"
"104","Roy Helu (FA)","17","39","2.3","12","0","0","9","16","75","8.3","1","0","9","21.9","2.4","0.0%"
"105","David Cobb (FA)","52","146","2.8","12","0","1","1","2","-2","-2.0","0","0","7","20.9","3.0","0.0%"
"106","Kerwynn Williams (FA)","27","142","5.3","35","1","1","2","2","16","8.0","0","1","6","20.8","3.5","0.0%"
"107","Jalston Fowler (FA)","7","13","1.9","3","0","1","5","6","44","8.8","1","0","16","20.2","1.3","0.0%"
"108","Pierre Thomas (FA)","15","64","4.3","11","0","0","9","11","84","9.3","0","0","5","19.3","3.9","0.0%"
"109","Rex Burkhead (NE)","4","4","1.0","2","0","0","10","15","94","9.4","1","1","16","18.8","1.2","12.8%"
"110","Anthony Dixon (FA)","21","44","2.1","6","0","1","6","7","44","7.3","0","0","16","17.8","1.1","0.0%"
"111","Kenjon Barner (TB)","28","124","4.4","19","0","0","9","12","22","2.4","0","1","10","17.1","1.7","0.0%"
"112","Dan Herron (FA)","25","79","3.2","8","0","0","9","10","47","5.2","0","0","10","17.1","1.7","0.0%"
"113","Knile Davis (FA)","28","72","2.6","10","0","1","2","3","24","12.0","0","0","14","16.6","1.2","0.0%"
"114","Akeem Hunt (FA)","17","96","5.6","25","2","0","6","10","39","6.5","0","0","7","16.5","2.4","0.0%"
"115","Lorenzo Taliaferro (FA)","13","47","3.6","7","0","1","5","5","29","5.8","0","0","3","16.1","5.4","0.0%"
"116","Kendall Gaskins (FA)","16","38","2.4","14","0","0","8","10","69","8.6","0","0","9","14.7","1.6","0.0%"
"117","Ryan Hewitt (FA)","0","0","0","0","0","0","8","12","99","12.4","0","0","15","13.9","0.9","0.0%"
"118","Steven Jackson (FA)","21","50","2.4","7","0","1","1","1","20","20.0","0","0","2","13.5","6.8","0.0%"
"119","Bryce Brown (FA)","25","72","2.9","18","0","1","0","2","0","0","0","0","3","13.2","4.4","0.0%"
"120","Michael Burton (NO)","4","2","0.5","2","0","0","6","6","39","6.5","1","0","16","13.1","0.8","0.0%"
"121","Mike Davis (CAR)","35","58","1.7","13","0","0","7","13","38","5.4","0","0","6","13.1","2.2","84.1%"
"122","Juwan Thompson (FA)","18","48","2.7","12","0","0","6","9","51","8.5","0","0","15","12.9","0.9","0.0%"
"123","Austin Johnson (FA)","4","9","2.3","4","0","1","5","8","30","6.0","0","0","10","12.4","1.2","0.0%"
"124","Dexter McCluster (FA)","55","247","4.5","44","2","1","31","41","260","8.4","1","2","11","11.8","1.1","0.0%"
"125","Will Johnson (FA)","4","7","1.8","6","0","1","2","4","16","8.0","0","0","16","11.3","0.7","0.0%"
"126","Stevan Ridley (FA)","36","90","2.5","13","0","0","4","5","-2","-0.5","0","0","8","10.8","1.4","0.0%"
"127","Zurlon Tipton (FA)","5","20","4.0","7","0","0","5","8","57","11.4","0","0","10","10.2","1.0","0.0%"
"128","Jarryd Hayne (FA)","17","52","3.1","11","0","0","6","7","27","4.5","0","1","8","8.9","1.1","0.0%"
"129","Toby Gerhart (FA)","20","44","2.2","6","0","0","3","5","23","7.7","0","0","7","8.2","1.2","0.0%"
"130","Josh Robinson (FA)","17","39","2.3","8","0","0","6","6","33","5.5","0","1","5","8.2","1.6","0.0%"
"131","Zach Zenner (FA)","17","60","3.5","12","0","0","2","3","11","5.5","0","0","6","8.1","1.4","0.0%"
"132","Tommy Bohanon (BAL)","2","2","1.0","2","0","0","4","8","56","14.0","0","0","16","7.8","0.5","0.0%"
"133","Reggie Bush (FA)","8","28","3.5","9","0","0","4","10","19","4.8","0","0","5","6.7","1.3","0.0%"
"134","Stepfan Taylor (FA)","17","58","3.4","16","0","0","1","3","4","4.0","0","0","16","6.7","0.4","0.2%"
"135","Darrel Young (FA)","6","10","1.7","5","0","0","6","6","22","3.7","0","0","16","6.6","0.4","0.0%"
"136","Fitzgerald Toussaint (FA)","18","42","2.3","7","0","0","0","0","0","0","0","0","5","6.2","1.2","0.0%"
"137","Jacquizz Rodgers (FA)","14","41","2.9","5","0","0","1","3","10","10.0","0","0","5","5.6","1.1","0.0%"
"138","Anthony Sherman (KC)","1","0","0.0","0","0","0","4","5","34","8.5","0","0","16","5.4","0.3","0.1%"
"139","Joey Iosefa (FA)","15","51","3.4","15","0","0","0","0","0","0","0","0","2","5.1","2.6","0.0%"
"140","Derrick Coleman (FA)","8","32","4.0","19","0","0","1","1","0","0.0","0","0","14","3.7","0.3","0.0%"
"141","Bernard Pierce (FA)","6","11","1.8","4","0","0","3","5","7","2.3","0","0","7","3.3","0.5","0.0%"
"142","Jay Prosch (FA)","6","33","5.5","16","0","0","0","1","0","0","0","0","16","3.3","0.2","0.0%"
"143","Bobby Rainey (FA)","5","18","3.6","7","0","0","3","3","16","5.3","0","1","16","2.9","0.2","0.0%"
"144","Roosevelt Nix (FA)","0","0","0","0","0","0","2","3","16","8.0","0","0","15","2.6","0.2","0.0%"
"145","Tyler Varga (FA)","1","2","2.0","2","0","0","1","2","18","18.0","0","0","3","2.5","0.8","0.0%"
"146","Aaron Ripkowski (FA)","0","0","0","0","0","0","1","1","18","18.0","0","0","15","2.3","0.2","0.0%"
"147","Jorvorskie Lane (FA)","1","0","0.0","0","0","0","2","2","13","6.5","0","0","16","2.3","0.1","0.0%"
"148","Jordan Todman (FA)","4","22","5.5","11","0","0","0","2","0","0","0","0","11","2.2","0.2","0.0%"
"149","John Crockett (FA)","9","21","2.3","12","0","0","0","0","0","0","0","0","2","2.1","1.1","0.0%"
"150","Malcolm Brown (LAR)","4","17","4.3","13","0","0","1","1","-2","-2.0","0","0","1","2.0","2.0","23.8%"
"151","Alonzo Harris (FA)","4","19","4.8","16","0","0","0","1","0","0","0","0","6","1.9","0.3","0.0%"
"152","Jerome Felton (FA)","1","2","2.0","2","0","0","1","2","12","12.0","0","0","16","1.9","0.1","0.0%"
"153","Rod Smith (NYG)","2","5","2.5","3","0","0","1","2","6","6.0","0","0","11","1.6","0.1","0.0%"
"154","Terrence Magee (FA)","2","5","2.5","4","0","0","1","1","2","2.0","0","0","4","1.2","0.3","0.0%"
"155","Trey Williams (FA)","2","12","6.0","12","0","0","0","0","0","0","0","0","2","1.2","0.6","0.0%"
"156","Antone Smith (FA)","1","11","11.0","11","0","0","0","0","0","0","0","0","5","1.1","0.2","0.0%"
"157","Tyler Clutts (FA)","0","0","0","0","0","0","1","1","4","4.0","0","0","16","0.9","0.1","0.0%"
"158","Corey Grant (FA)","6","2","0.3","11","0","0","2","3","13","6.5","0","1","6","0.5","0.1","0.0%"
"159","Kendall Hunter (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","2","0.2","0.1","0.0%"
"160","Cierre Wood (FA)","2","3","1.5","3","0","0","1","1","-6","-6.0","0","0","2","0.2","0.1","0.0%"
"161","George Winn (FA)","4","1","0.3","2","0","0","0","0","0","0","0","0","7","0.1","0.0","0.0%"
"162","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Javon Leake (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.4%"
"165","Sony Michel (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.3%"
"166","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","John Kelly (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.8%"
"169","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.5%"
"170","Nyheim Hines (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.1%"
"171","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"172","Rodney Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"173","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"174","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.0%"
"175","Justin Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.2%"
"176","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.1%"
"177","Rashaad Penny (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"178","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"179","Tavien Feaster (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Michael Warren II (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","La'Mical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"182","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"183","Darius Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"185","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"186","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"187","Bo Scarbrough (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"188","LeVante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"191","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Jason Huntley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Matt Breida (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.6%"
"194","Trey Edmunds (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Patrick Carr (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Saquon Barkley (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.3%"
"198","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7%"
"200","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Jaylen Samuels (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"204","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"205","Ronald Jones II (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"206","Ty'Son Williams (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Royce Freeman (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"208","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
"209","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.9%"
"210","Kerryon Johnson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.1%"
"211","Ito Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"212","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"213","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.7%"
"214","Raymond Calais (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Lynn Bowden Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"216","Kalen Ballage (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.2%"
"217","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.5%"
"218","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.7%"
"219","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.8%"
"220","Alec Ingold (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"221","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Ty Johnson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"223","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"224","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"225","Aca'Cedric Ware (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"227","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.0%"
"228","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"229","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.5%"
"230","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"231","Damarea Crockett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Mike Weber (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Darwin Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"234","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"235","Jeff Wilson Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5%"
"236","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Dalyn Dawkins (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.9%"
"240","David Montgomery (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.9%"
"241","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
