"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"17","Demaryius Thomas (FA)","90","144","1,083","12.0","55","10","5","0","0","0","2","16","181.3","11.3","0.0%"
"18","Rishard Matthews (FA)","65","108","945","14.5","60","16","9","0","0","0","1","16","179.0","11.2","0.0%"
"19","Golden Tate (NYG)","91","135","1,077","11.8","67","13","4","10","4","0","1","16","177.6","11.1","18.4%"
"20","Terrelle Pryor (FA)","77","140","1,007","13.1","54","11","4","8","21","1","0","16","174.9","10.9","0.0%"
"21","Emmanuel Sanders (NO)","79","137","1,032","13.1","64","12","5","1","4","0","0","16","173.1","10.8","42.9%"
"22","Tyreek Hill (KC)","61","83","593","9.7","49","8","6","24","267","3","1","16","168.5","10.5","100.0%"
"23","Mike Wallace (FA)","72","116","1,017","14.1","95","10","4","5","31","0","0","16","166.8","10.4","0.0%"
"24","Kelvin Benjamin (FA)","63","118","941","14.9","50","10","7","0","0","0","1","16","165.6","10.4","0.0%"
"25","Allen Robinson II (CHI)","73","151","883","12.1","42","11","6","0","0","0","0","16","162.8","10.2","98.9%"
"26","Kenny Britt (FA)","68","111","1,002","14.7","66","15","5","0","0","0","1","15","162.2","10.8","0.0%"
"27","Pierre Garcon (FA)","79","114","1,041","13.2","70","15","3","0","0","0","0","16","161.6","10.1","0.0%"
"28","Adam Thielen (MIN)","69","92","967","14.0","71","16","5","2","15","0","1","16","160.7","10.0","99.8%"
"29","DeAndre Hopkins (ARI)","78","151","954","12.2","51","10","4","0","0","0","0","16","158.4","9.9","100.0%"
"30","Jamison Crowder (NYJ)","67","99","847","12.6","55","11","7","2","-2","0","1","16","158.0","9.9","71.8%"
"31","Willie Snead IV (BAL)","72","104","895","12.4","49","12","4","0","0","0","0","15","155.5","10.4","1.9%"
"32","Dez Bryant (BAL)","50","96","796","15.9","56","10","8","0","0","0","1","13","155.0","11.9","6.9%"
"33","Brandon LaFell (FA)","64","107","862","13.5","86","11","6","1","-2","0","0","16","154.0","9.6","0.0%"
"34","A.J. Green (CIN)","66","100","964","14.6","54","15","4","0","0","0","0","10","153.4","15.3","46.0%"
"35","DeSean Jackson (PHI)","56","100","1,005","17.9","80","19","4","0","0","0","0","15","152.5","10.2","10.2%"
"36","Sterling Shepard (NYG)","65","105","683","10.5","32","6","8","3","31","0","0","16","151.9","9.5","58.6%"
"37","Cole Beasley (BUF)","75","98","833","11.1","47","6","5","1","7","0","0","16","151.5","9.5","58.1%"
"38","Stefon Diggs (BUF)","84","112","903","10.8","46","10","3","3","10","0","0","13","151.3","11.6","99.3%"
"39","Steve Smith (FA)","70","101","799","11.4","52","12","5","0","0","0","0","14","148.9","10.6","0.0%"
"40","Kenny Stills (FA)","42","81","726","17.3","74","10","9","0","0","0","0","16","147.6","9.2","0.8%"
"41","Cameron Meredith (FA)","66","97","888","13.5","50","13","4","1","6","0","2","14","146.5","10.5","0.0%"
"42","Marvin Jones Jr. (DET)","55","103","930","16.9","73","16","4","1","3","0","0","15","144.8","9.7","78.3%"
"43","Marqise Lee (NE)","63","105","851","13.5","51","13","3","6","35","0","1","16","140.9","8.8","0.0%"
"44","Anquan Boldin (FA)","67","95","584","8.7","35","5","8","0","0","0","0","16","139.9","8.7","0.1%"
"45","Quincy Enunwa (FA)","58","105","857","14.8","69","14","4","1","12","0","0","16","139.9","8.7","0.0%"
"46","Jordan Matthews (SF)","73","117","804","11.0","54","13","3","0","0","0","0","14","134.9","9.6","0.0%"
"47","Dontrelle Inman (WAS)","58","97","810","14.0","57","10","4","0","0","0","0","16","134.0","8.4","0.2%"
"48","Ted Ginn Jr. (FA)","54","95","752","13.9","88","9","4","14","98","0","2","16","132.0","8.3","0.2%"
"49","Brandon Marshall (FA)","59","128","788","13.4","41","10","3","0","0","0","0","15","126.7","8.4","5.0%"
"50","DeVante Parker (MIA)","56","87","744","13.3","56","9","4","0","0","0","0","15","126.4","8.4","92.1%"
"51","Taylor Gabriel (FA)","35","50","579","16.5","76","8","6","4","51","1","0","13","123.9","9.5","0.0%"
"52","J.J. Nelson (FA)","34","74","568","16.7","80","9","6","4","83","1","1","15","122.1","8.1","0.0%"
"53","Alshon Jeffery (PHI)","52","94","821","15.8","54","12","2","0","0","0","0","12","120.1","10.0","5.5%"
"54","Mohamed Sanu (DET)","59","81","653","11.1","59","6","4","1","5","0","1","15","119.3","8.0","0.9%"
"55","Randall Cobb (HOU)","60","84","610","10.2","47","7","4","10","33","0","0","13","118.3","9.1","9.9%"
"56","Tavon Austin (GB)","58","106","509","8.8","43","6","3","28","159","1","1","15","117.8","7.9","0.3%"
"57","Jeremy Kerley (FA)","64","115","667","10.4","33","8","3","0","0","0","1","16","114.7","7.2","0.0%"
"58","Chris Hogan (FA)","38","58","680","17.9","79","11","4","3","9","0","1","15","109.9","7.3","0.2%"
"59","Travis Benjamin (SF)","47","75","677","14.4","54","10","4","2","-3","0","3","14","108.9","7.8","0.0%"
"60","Adam Humphries (TEN)","55","83","622","11.3","42","7","2","5","18","0","0","15","105.5","7.0","2.4%"
"61","Tyler Lockett (SEA)","41","66","597","14.6","57","9","1","6","114","1","0","15","103.6","6.9","99.4%"
"62","Terrance Williams (FA)","44","61","594","13.5","47","6","4","0","0","0","1","16","103.4","6.5","0.0%"
"63","Eli Rogers (FA)","48","66","594","12.4","39","11","3","1","6","0","0","13","102.0","7.8","0.0%"
"64","Will Fuller V (HOU)","47","92","635","13.5","53","11","2","1","-3","0","0","14","98.7","7.1","48.1%"
"65","Michael Floyd (FA)","37","76","488","13.2","39","4","5","0","0","0","0","15","97.3","6.5","0.0%"
"66","Tyler Boyd (CIN)","54","81","603","11.2","30","9","1","4","58","0","1","16","97.1","6.1","89.3%"
"67","Brian Quick (FA)","41","77","564","13.8","65","7","3","0","0","0","0","16","94.9","5.9","0.0%"
"68","Robby Anderson (CAR)","42","78","587","14.0","52","10","2","3","42","0","1","16","93.9","5.9","92.9%"
"69","Robert Woods (LAR)","51","76","613","12.0","34","10","1","1","6","0","0","13","93.4","7.2","97.2%"
"70","Seth Roberts (GB)","38","77","397","10.4","41","5","5","0","0","0","0","16","92.7","5.8","0.0%"
"71","Donte Moncrief (NE)","30","56","307","10.2","39","3","7","1","-1","0","0","9","87.6","9.7","0.0%"
"72","Cordarrelle Patterson (CHI)","52","70","453","8.7","39","4","2","7","43","0","0","16","87.6","5.5","5.9%"
"73","Jeremy Maclin (FA)","44","76","536","12.2","44","6","2","1","-1","0","0","12","87.5","7.3","0.0%"
"74","Tajae Sharpe (MIN)","41","83","522","12.7","34","7","2","1","1","0","0","16","84.8","5.3","0.0%"
"75","Breshad Perriman (NYJ)","33","66","499","15.1","53","8","3","1","2","0","0","16","84.6","5.3","20.2%"
"76","John Brown (BUF)","39","73","517","13.3","30","5","2","1","10","0","0","15","84.2","5.6","41.8%"
"77","Allen Hurns (MIA)","35","76","477","13.6","42","9","3","0","0","0","0","11","83.2","7.6","0.0%"
"78","Phillip Dorsett II (SEA)","33","59","528","16.0","64","8","2","2","10","0","0","15","82.3","5.5","0.2%"
"79","Victor Cruz (FA)","39","72","586","15.0","48","10","1","0","0","0","1","15","82.1","5.5","0.1%"
"80","Malcolm Mitchell (FA)","32","48","401","12.5","56","6","4","0","0","0","0","14","80.1","5.7","0.0%"
"81","Jermaine Kearse (FA)","41","89","510","12.4","36","7","1","0","0","0","0","16","77.6","4.9","0.0%"
"82","Corey Coleman (NYG)","33","73","413","12.5","58","4","3","2","10","0","0","10","76.8","7.7","0.0%"
"83","Marquise Goodwin (PHI)","29","68","431","14.9","84","3","3","0","0","0","0","15","75.6","5.0","0.1%"
"84","Kendall Wright (FA)","29","43","416","14.3","48","6","3","1","15","0","0","11","75.6","6.9","0.0%"
"85","Chris Conley (JAC)","44","69","530","12.0","39","4","0","0","0","0","0","16","75.0","4.7","0.9%"
"86","Devin Funchess (GB)","23","58","371","16.1","48","8","4","0","0","0","0","15","74.6","5.0","0.6%"
"87","Nelson Agholor (LV)","36","69","365","10.1","40","3","2","5","14","0","0","15","69.9","4.7","34.6%"
"88","Dorial Green-Beckham (FA)","36","74","392","10.9","26","5","2","0","0","0","0","15","69.2","4.6","0.4%"
"89","Sammy Watkins (KC)","28","52","430","15.4","62","4","2","0","0","0","0","8","69.0","8.6","46.6%"
"90","Sammie Coates (FA)","21","49","435","20.7","72","7","2","4","14","0","0","14","67.4","4.8","0.0%"
"91","Andrew Hawkins (FA)","33","54","324","9.8","33","5","3","2","0","0","0","16","66.9","4.2","0.0%"
"92","Albert Wilson (MIA)","31","51","279","9.0","42","4","2","2","50","1","0","16","66.4","4.2","0.1%"
"93","Eddie Royal (FA)","33","43","369","11.2","64","3","2","0","0","0","0","9","65.4","7.3","0.0%"
"94","Quinton Patton (FA)","37","63","408","11.0","45","4","0","0","0","0","0","14","59.3","4.2","0.2%"
"95","Brandon Coleman (FA)","26","38","281","10.8","38","2","3","0","0","0","0","16","59.1","3.7","0.0%"
"96","Russell Shepard (FA)","23","40","341","14.8","24","5","2","1","9","0","0","14","58.5","4.2","0.0%"
"97","Danny Amendola (DET)","23","29","243","10.6","32","1","4","0","0","0","1","12","58.0","4.8","3.4%"
"98","Justin Hardy (FA)","21","31","203","9.7","27","2","4","0","0","0","0","16","54.8","3.4","0.0%"
"99","Torrey Smith (FA)","20","49","267","13.4","53","4","3","0","0","0","0","12","54.7","4.6","0.0%"
"100","Kamar Aiken (FA)","29","50","328","11.3","29","3","1","0","0","0","0","16","53.3","3.3","0.0%"
"101","Aldrick Robinson (FA)","20","32","323","16.2","59","6","2","0","0","0","0","16","52.9","3.3","0.0%"
"102","Brice Butler (FA)","16","32","219","13.7","41","4","3","0","0","0","0","16","47.9","3.0","0.0%"
"103","Justin Hunter (FA)","10","24","189","18.9","64","3","4","0","0","0","0","13","47.9","3.7","0.0%"
"104","Josh Bellamy (FA)","19","38","282","14.8","31","6","1","4","37","0","0","16","47.4","3.0","0.0%"
"105","Deonte Thompson (FA)","22","36","249","11.3","24","2","2","0","0","0","1","16","45.9","2.9","0.0%"
"106","Paul Richardson Jr. (FA)","21","36","288","13.7","39","3","1","1","5","0","0","15","45.8","3.1","0.0%"
"107","Philly Brown (FA)","27","53","276","10.2","27","1","1","2","6","0","1","16","45.7","2.9","0.2%"
"108","Bryan Walters (FA)","24","34","231","9.6","23","1","2","1","4","0","1","10","45.5","4.6","0.0%"
"109","Cobi Hamilton (FA)","17","28","234","13.8","39","4","2","0","0","0","0","11","43.9","4.0","0.0%"
"110","Rod Streater (FA)","18","27","191","10.6","25","1","2","0","0","0","0","16","40.1","2.5","0.0%"
"111","Jordan Taylor (FA)","16","25","209","13.1","35","4","2","0","0","0","1","16","38.9","2.4","0.0%"
"112","Darrius Heyward-Bey (FA)","6","19","114","19.0","46","2","2","1","60","1","0","10","38.4","3.8","0.0%"
"113","Geronimo Allison (DET)","12","22","202","16.8","39","3","2","0","0","0","0","10","38.2","3.8","0.0%"
"114","Andre Holmes (FA)","14","25","126","9.0","23","2","3","0","0","0","0","16","37.6","2.4","0.0%"
"115","Chester Rogers (TEN)","19","34","273","14.4","36","6","0","0","0","0","0","14","36.8","2.6","0.0%"
"116","Eric Decker (FA)","9","21","194","21.6","35","5","2","0","0","0","0","3","35.9","12.0","0.6%"
"117","Charone Peake (FA)","19","35","186","9.8","27","1","0","0","0","0","0","15","34.1","2.3","0.0%"
"118","Jordan Norwood (FA)","21","35","232","11.0","36","3","1","1","0","0","3","14","33.7","2.4","0.0%"
"119","Charles Johnson (FA)","20","37","232","11.6","40","3","0","0","0","0","0","16","33.2","2.1","0.0%"
"120","Bennie Fowler III (NO)","11","24","145","13.2","76","1","2","0","0","0","0","13","32.0","2.5","0.0%"
"121","Jalin Marshall (FA)","14","23","162","11.6","27","3","2","0","0","0","2","10","31.2","3.1","0.0%"
"122","Jeff Janis (FA)","11","19","93","8.5","25","1","1","2","38","1","0","16","30.6","1.9","0.0%"
"123","Jaron Brown (ARI)","11","22","187","17.0","51","3","1","0","0","0","0","7","30.2","4.3","0.0%"
"124","Andre Roberts (BUF)","14","25","188","13.4","44","3","1","0","0","0","1","16","29.8","1.9","0.1%"
"125","Ricardo Louis (FA)","18","35","205","11.4","42","3","0","0","0","0","0","16","29.5","1.8","0.0%"
"126","Kevin White (SF)","19","36","187","9.8","32","1","0","1","9","0","0","4","29.1","7.3","0.0%"
"127","Harry Douglas (FA)","15","22","210","14.0","35","5","0","0","0","0","0","11","28.5","2.6","0.0%"
"128","Cody Core (NYG)","17","27","200","11.8","50","3","0","0","0","0","0","8","28.5","3.6","0.0%"
"129","Josh Huff (FA)","16","23","113","7.1","17","0","1","4","15","0","0","10","26.8","2.7","0.0%"
"130","Marquess Wilson (FA)","9","16","160","17.8","35","3","1","0","0","0","0","3","26.5","8.8","0.0%"
"131","Roger Lewis (FA)","7","19","97","13.9","30","2","2","0","0","0","0","13","25.2","1.9","0.0%"
"132","Andre Johnson (FA)","9","23","85","9.4","20","1","2","0","0","0","0","8","25.0","3.1","0.0%"
"133","Vincent Jackson (FA)","15","32","173","11.5","18","0","0","0","0","0","0","5","24.8","5.0","0.0%"
"134","Freddie Martino (FA)","8","11","142","17.8","43","2","1","0","0","0","0","13","24.2","1.9","0.0%"
"135","Braxton Miller (FA)","15","28","99","6.6","12","0","1","3","0","0","0","10","23.4","2.3","0.0%"
"136","Walter Powell (FA)","14","25","142","10.1","35","1","0","0","0","0","0","9","21.2","2.4","0.0%"
"137","Cecil Shorts (FA)","11","27","152","13.8","22","2","0","0","0","0","0","9","20.7","2.3","0.0%"
"138","Brandon Tate (FA)","8","11","117","14.6","34","2","0","3","48","0","0","15","20.5","1.4","0.0%"
"139","Jaelen Strong (FA)","14","24","131","9.4","36","1","0","0","0","0","0","8","20.1","2.5","0.0%"
"140","Arrelious Benn (FA)","5","10","116","23.2","51","2","1","0","0","0","0","15","20.1","1.3","0.0%"
"141","Chris Harper (FA)","13","21","133","10.2","19","0","0","0","0","0","0","9","19.8","2.2","0.0%"
"142","Jarius Wright (FA)","11","14","67","6.1","11","0","1","0","0","0","0","8","18.2","2.3","0.0%"
"143","Paul Turner (FA)","9","14","126","14.0","41","1","0","0","0","0","0","4","17.1","4.3","0.0%"
"144","Greg Salas (FA)","4","6","89","22.3","71","1","1","0","0","0","0","2","16.9","8.5","0.0%"
"145","James Wright (FA)","13","19","106","8.2","15","0","0","2","-6","0","0","16","16.5","1.0","0.0%"
"146","Brittan Golden (FA)","8","14","82","10.3","22","1","1","0","0","0","1","12","16.2","1.4","0.0%"
"147","Pharoh Cooper (CAR)","14","20","106","7.6","23","1","0","0","0","0","0","10","15.6","1.6","0.1%"
"148","Markus Wheaton (FA)","4","9","51","12.8","30","1","1","0","0","0","0","3","15.1","5.0","0.0%"
"149","Demarcus Ayers (FA)","6","13","53","8.8","15","0","1","2","-12","0","0","2","13.1","6.6","0.0%"
"150","Lucky Whitehead (FA)","3","3","48","16.0","35","1","0","10","82","0","1","15","12.5","0.8","0.0%"
"151","Tommylee Lewis (NO)","7","11","76","10.9","26","1","0","3","11","0","0","12","12.2","1.0","0.0%"
"152","Ryan Grant (FA)","9","19","76","8.4","17","0","0","0","0","0","0","16","12.1","0.8","0.0%"
"153","Keith Mumphery (FA)","10","12","69","6.9","11","0","0","0","0","0","0","11","11.9","1.1","0.0%"
"154","TJ Jones (FA)","5","14","93","18.6","36","2","0","0","0","0","0","3","11.8","3.9","0.0%"
"155","Jeremy Ross (FA)","4","4","37","9.3","15","0","1","0","0","0","0","6","11.7","2.0","0.0%"
"156","Cody Latimer (FA)","8","15","76","9.5","16","0","0","0","0","0","0","12","11.6","1.0","0.0%"
"157","Rashard Higgins (CLE)","6","12","77","12.8","19","0","0","0","0","0","0","16","10.7","0.7","6.2%"
"158","Maurice Harris (FA)","8","12","66","8.3","15","0","0","0","0","0","0","10","10.6","1.1","0.0%"
"159","Leonte Carroo (FA)","3","6","29","9.7","15","0","1","0","0","0","0","14","10.4","0.7","0.0%"
"160","Aaron Burbridge (FA)","7","16","88","12.6","24","1","0","0","0","0","1","16","10.3","0.6","0.0%"
"161","Bryce Treggs (FA)","3","12","80","26.7","58","1","0","2","7","0","0","9","10.2","1.1","0.0%"
"162","Alex Erickson (CIN)","6","8","71","11.8","20","1","0","0","0","0","0","16","10.1","0.6","0.0%"
"163","Chris Moore (BAL)","7","16","46","6.6","13","0","0","3","19","0","0","15","10.0","0.7","0.0%"
"164","Wendall Williams (FA)","4","7","75","18.8","32","2","0","0","0","0","0","3","9.5","3.2","0.0%"
"165","Keenan Allen (LAC)","6","7","63","10.5","15","0","0","0","0","0","0","1","9.3","9.3","99.3%"
"166","Nick Williams (FA)","5","7","59","11.8","19","0","0","0","0","0","0","2","8.4","4.2","0.0%"
"167","Trevor Davis (WAS)","3","7","24","8.0","9","0","1","0","0","0","1","11","7.9","0.7","0.0%"
"168","Josh Doctson (NYJ)","2","6","66","33.0","57","1","0","0","0","0","0","2","7.6","3.8","0.0%"
"169","Michael Campanaro (FA)","0","1","0","0","0","0","0","3","72","0","0","3","7.2","2.4","0.0%"
"170","Johnny Holton (NYG)","2","3","34","17.0","30","1","0","6","43","0","1","15","6.7","0.4","0.0%"
"171","Tavarres King (FA)","2","4","50","25.0","44","1","0","0","0","0","0","7","6.0","0.9","0.0%"
"172","Dwayne Harris (CHI)","1","1","13","13.0","13","0","1","0","0","0","1","16","5.8","0.4","0.0%"
"173","Quan Bray (FA)","3","4","36","12.0","22","1","0","1","7","0","0","6","5.8","1.0","0.0%"
"174","Bradley Marquez (FA)","3","7","37","12.3","13","0","0","1","2","0","0","14","5.4","0.4","0.0%"
"175","Rashad Greene (FA)","5","8","32","6.4","9","0","0","0","0","0","1","8","3.7","0.5","0.0%"
"176","Griff Whalen (FA)","2","4","22","11.0","12","0","0","0","0","0","0","8","3.2","0.4","0.0%"
"177","Mike Thomas (CIN)","3","9","37","12.3","16","0","0","0","0","0","1","15","3.2","0.2","0.1%"
"178","Shane Wynn (FA)","1","3","19","19.0","19","0","0","2","5","0","0","5","2.9","0.6","0.0%"
"179","DeAndre Smelter (FA)","1","1","23","23.0","23","1","0","0","0","0","0","2","2.8","1.4","0.0%"
"180","Brenton Bersin (FA)","2","6","17","8.5","10","0","0","0","0","0","0","10","2.7","0.3","0.0%"
"181","Percy Harvin (FA)","2","4","6","3.0","5","0","0","1","11","0","0","2","2.7","1.4","0.1%"
"182","Devin Street (FA)","1","6","20","20.0","20","1","0","0","0","0","0","5","2.5","0.5","0.0%"
"183","Devin Smith (NE)","0","0","0","0","0","1","0","0","0","0","0","4","2.5","0.6","0.0%"
"184","Damiere Byrd (NE)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.1","2.1","3.0%"
"185","Jeremy Butler (FA)","2","2","11","5.5","6","0","0","0","0","0","0","4","2.1","0.5","0.0%"
"186","Laquon Treadwell (ATL)","1","3","15","15.0","15","0","0","0","0","0","0","9","2.0","0.2","0.0%"
"187","Marc Mariani (FA)","0","0","0","0","0","0","0","1","15","0","0","16","1.5","0.1","0.0%"
"188","Tony Washington (FA)","1","1","9","9.0","9","0","0","0","0","0","0","2","1.4","0.7","0.0%"
"189","Jared Abbrederis (FA)","1","2","8","8.0","8","0","0","0","0","0","0","5","1.3","0.3","0.0%"
"190","Rashad Ross (FA)","1","1","8","8.0","8","0","0","0","0","0","0","5","1.3","0.3","0.0%"
"191","Paul McRoberts (FA)","1","1","6","6.0","6","0","0","0","0","0","0","2","1.1","0.6","0.0%"
"192","Jordan Payton (FA)","1","3","3","3.0","3","0","0","0","0","0","0","4","0.8","0.2","0.0%"
"193","A.J. Brown (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"194","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","D.K. Metcalf (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"196","Terry Godwin (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","N'Keal Harry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.4%"
"198","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"200","Alexander Hollins (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Shawn Poindexter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Marquise Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.3%"
"203","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"204","Riley Ridley (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"205","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Hunter Renfrow (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.5%"
"207","Deebo Samuel (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.3%"
"208","JJ Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"209","Hakeem Butler (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"210","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"211","Andy Isabella (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"212","Olamide Zaccheaus (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"213","Malik Taylor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"214","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Joe Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Trinity Benson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Tyron Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Jeff Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"219","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Deonte Harris (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"221","Steven Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"222","Thomas Ives (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","D.J. Montgomery (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Malik Henry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"226","Jason Moore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Nsimba Webster (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Mecole Hardman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.0%"
"231","David Sills V (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Jon'Vea Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Jakobi Meyers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.2%"
"236","Travis Fulgham (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.2%"
"237","Terry McLaurin (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"238","Parris Campbell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6%"
"239","Emanuel Hall (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Scotty Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9%"
"244","Olabisi Johnson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"245","Darius Slayton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.6%"
"246","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Juwann Winfree (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Antoine Wesley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Miles Boykin (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"252","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"253","Tyler Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
