Rank,Name,Team,Pos.,Completions,Targets,Comp %,TDs
72,James Starks,GB,RB,7,10,70.00,2
73,Scott Chandler,NE,TE,7,10,70.00,5
74,Kyle Juszczyk,BAL,FB,7,10,70.00,4
75,Duke Johnson,CLE,RB,7,10,70.00,1
76,Jerricho Cotchery,CAR,WR,6,10,60.00,2
77,Rueben Randle,NYG,WR,6,10,60.00,3
78,Coby Fleener,IND,TE,6,10,60.00,2
79,Willie Snead,NO,WR,6,10,60.00,2
80,Matt Forte,CHI,RB,6,10,60.00,2
81,Kamar Aiken,BAL,WR,6,10,60.00,4
82,Martellus Bennett,CHI,TE,5,10,50.00,2
83,Kyle Rudolph,MIN,TE,4,10,40.00,3
84,Dorial Green-Beckham,TEN,WR,4,10,40.00,3
85,Dez Bryant,DAL,WR,4,10,40.00,3
86,Mike Wallace,MIN,WR,3,10,30.00,2
87,Charcandrick West,KC,RB,3,10,30.00,0
88,Jimmy Graham,SEA,TE,3,10,30.00,1
89,Jermaine Gresham,ARI,TE,2,10,20.00,1
90,Torrey Smith,SF,WR,2,10,20.00,1
91,Chris Thompson,WAS,RB,8,9,88.89,2
92,Steve Johnson,SD,WR,7,9,77.78,3
93,Brandin Cooks,NO,WR,6,9,66.67,2
94,Charles Sims,TB,RB,6,9,66.67,2
95,Mohamed Sanu,CIN,WR,6,9,66.67,0
96,Julius Thomas,JAC,TE,5,9,55.56,3
97,Emmanuel Sanders,DEN,WR,5,9,55.56,3
98,Owen Daniels,DEN,TE,5,9,55.56,3
99,Brandon LaFell,NE,WR,4,9,44.44,1
100,Zach Ertz,PHI,TE,4,9,44.44,2
101,Tavon Austin,STL,WR,4,9,44.44,4
102,Jared Cook,STL,TE,3,9,33.33,0
103,DeVante Parker,MIA,WR,2,9,22.22,1
104,Keenan Allen,SD,WR,7,8,87.50,3
105,James White,NE,RB,6,8,75.00,3
106,Lance Moore,DET,WR,6,8,75.00,3
107,Marques Colston,NO,WR,6,8,75.00,3
108,Eric Ebron,DET,TE,6,8,75.00,5
109,Justin Hardy,ATL,WR,5,8,62.50,0
110,Ladarius Green,SD,TE,5,8,62.50,3
111,Larry Donnell,NYG,TE,5,8,62.50,2
112,Cecil Shorts,HOU,WR,5,8,62.50,3
113,Harry Douglas,TEN,WR,4,8,50.00,2
114,Ryan Grant,WAS,WR,4,8,50.00,2
115,Amari Cooper,OAK,WR,4,8,50.00,2
116,Jeremy Langford,CHI,RB,3,8,37.50,0
117,David Johnson,ARI,RB,3,8,37.50,2
118,Stefon Diggs,MIN,WR,3,8,37.50,1
119,Mike Tolbert,CAR,FB,6,7,85.71,3
120,Andre Caldwell,DEN,WR,5,7,71.43,3
121,Cameron Brate,TB,TE,5,7,71.43,3
122,Crockett Gillmore,BAL,TE,5,7,71.43,3
123,Jacob Tamme,ATL,TE,5,7,71.43,1
124,Denard Robinson,JAC,RB,4,7,57.14,0
125,Bilal Powell,NYJ,RB,4,7,57.14,1
126,Kendall Wright,TEN,WR,4,7,57.14,2
127,Vance McDonald,SF,TE,4,7,57.14,3
128,Sammy Watkins,BUF,WR,4,7,57.14,2
129,Robert Woods,BUF,WR,4,7,57.14,2
130,Corey Brown,CAR,WR,4,7,57.14,2
131,Zach Miller,CHI,TE,4,7,57.14,3
132,Andrew Hawkins,CLE,WR,3,7,42.86,0
133,Roddy White,ATL,WR,3,7,42.86,1
134,Gavin Escobar,DAL,TE,2,7,28.57,1
135,DeAnthony Thomas,KC,WR,6,6,100.00,1
136,Chris Ivory,NYJ,RB,6,6,100.00,2
137,Griff Whalen,IND,WR,5,6,83.33,1
138,Jonathan Grimes,HOU,RB,5,6,83.33,1
139,Jordan Norwood,DEN,WR,5,6,83.33,1
140,Mark Ingram,NO,RB,5,6,83.33,0
141,Ameer Abdullah,DET,RB,5,6,83.33,1
142,Fred Jackson,SEA,RB,5,6,83.33,2
143,Anthony Fasano,TEN,TE,4,6,66.67,2
144,Ed Dickson,CAR,TE,4,6,66.67,2
145,Rashad Greene,JAC,WR,4,6,66.67,2
146,Dontrelle Inman,SD,WR,4,6,66.67,3
147,Chris Hogan,BUF,WR,4,6,66.67,1
148,Michael Hoomanawanui,NO,TE,4,6,66.67,3
149,Donteea Dye,TB,WR,3,6,50.00,1
150,Jaron Brown,ARI,WR,3,6,50.00,1
151,Albert Wilson,KC,WR,2,6,33.33,0
152,Mychal Rivera,OAK,TE,2,6,33.33,1
153,Nelson Agholor,PHI,WR,2,6,33.33,0
154,Clive Walford,OAK,TE,2,6,33.33,2
155,Darren Sproles,PHI,RB,2,6,33.33,0
156,Marquess Wilson,CHI,WR,2,6,33.33,1
157,Myles White,NYG,WR,1,6,16.67,0
158,Kenny Stills,MIA,WR,1,6,16.67,1
159,Marcedes Lewis,JAC,TE,1,6,16.67,0
160,Brice Butler,DAL,WR,0,6,0.00,0
161,Jamaal Charles,KC,RB,5,5,100.00,1
162,Brent Celek,PHI,TE,5,5,100.00,3
163,Dion Sims,MIA,TE,4,5,80.00,1
164,Garrett Celek,SF,TE,4,5,80.00,3
165,Justin Forsett,BAL,RB,4,5,80.00,0
166,Frank Gore,IND,RB,3,5,60.00,1
167,Doug Martin,TB,RB,3,5,60.00,1
168,Craig Stevens,TEN,TE,3,5,60.00,2
169,Dion Lewis,NE,RB,3,5,60.00,2
170,Marqise Lee,JAC,WR,3,5,60.00,1
171,Ronnie Hillman,DEN,RB,2,5,40.00,0
172,Josh Huff,PHI,WR,2,5,40.00,1
173,Taylor Gabriel,CLE,WR,2,5,40.00,0
174,Maxx Williams,BAL,TE,2,5,40.00,0
175,Benny Cunningham,STL,RB,2,5,40.00,0
176,Dwayne Allen,IND,TE,2,5,40.00,1
177,Andre Roberts,WAS,WR,1,5,20.00,0
178,Andre Ellington,ARI,RB,1,5,20.00,0
179,Adam Humphries,TB,WR,1,5,20.00,1
180,Ty Montgomery,GB,RB,4,4,100.00,1
181,Darren Fells,ARI,TE,4,4,100.00,3
182,Derek Carrier,WAS,TE,4,4,100.00,1
183,Tyler Lockett,SEA,WR,4,4,100.00,2
184,Marcel Reece,OAK,FB,4,4,100.00,3
185,John Kuhn,GB,FB,3,4,75.00,0
186,Giovani Bernard,CIN,RB,3,4,75.00,0
187,LeVeon Bell,PIT,RB,3,4,75.00,0
188,Jeremy Hill,CIN,RB,3,4,75.00,1
189,Chris Conley,KC,WR,3,4,75.00,1
190,T.J. Yeldon,JAC,RB,3,4,75.00,1
191,Marc Mariani,CHI,WR,3,4,75.00,0
192,Jack Doyle,IND,TE,3,4,75.00,1
193,Timothy Wright,DET,TE,2,4,50.00,2
194,Vernon Davis,DEN,TE,2,4,50.00,0
195,Bruce Miller,SF,FB,2,4,50.00,0
196,Darius Jennings,CLE,WR,2,4,50.00,0
197,Aaron Dobson,NE,WR,2,4,50.00,0
198,Clay Harbor,JAC,TE,2,4,50.00,1
199,Lamar Miller,MIA,RB,2,4,50.00,1
200,Bishop Sankey,TEN,RB,2,4,50.00,1
201,Quinton Patton,SF,WR,2,4,50.00,0
202,Brandon Coleman,NO,WR,2,4,50.00,1
203,LeSean McCoy,BUF,RB,2,4,50.00,2
204,Blake Bell,SF,TE,1,4,25.00,0
205,Darren McFadden,DAL,RB,1,4,25.00,0
206,Greg Jennings,MIA,WR,1,4,25.00,1
207,DeSean Jackson,WAS,WR,1,4,25.00,0
208,Josh Bellamy,CHI,WR,1,4,25.00,0
209,Malcom Floyd,SD,WR,1,4,25.00,1
210,Garrett Graham,HOU,TE,1,4,25.00,1
211,DeAngelo Williams,PIT,RB,1,4,25.00,0
212,Kenny Britt,STL,WR,0,4,0.00,0
213,Jeff Janis,GB,WR,0,4,0.00,0
214,Chris Gragg,BUF,TE,0,4,0.00,0
215,Damien Williams,MIA,RB,3,3,100.00,1
216,Jonathan Stewart,CAR,RB,3,3,100.00,2
217,Nick Williams,ATL,WR,3,3,100.00,2
218,Jaelen Strong,HOU,WR,3,3,100.00,2
219,Khiry Robinson,NO,RB,3,3,100.00,0
220,C.J. Anderson,DEN,RB,3,3,100.00,0
221,Ahmad Bradshaw,IND,RB,3,3,100.00,3
222,Luke Stocker,TB,TE,3,3,100.00,1
223,Rhett Ellison,MIN,TE,2,3,66.67,1
224,MyCole Pruitt,MIN,TE,2,3,66.67,0
225,Mike Davis,SF,RB,2,3,66.67,0
226,Arian Foster,HOU,RB,2,3,66.67,2
227,Shaun Draughn,SF,RB,2,3,66.67,0
228,Keshawn Martin,NE,WR,2,3,66.67,2
229,Cody Latimer,DEN,WR,2,3,66.67,1
230,Andre Holmes,OAK,WR,2,3,66.67,2
231,Percy Harvin,BUF,WR,2,3,66.67,0
232,Ryan Griffin,HOU,TE,2,3,66.67,2
233,Marshawn Lynch,SEA,RB,2,3,66.67,0
234,Hakeem Nicks,NYG,WR,2,3,66.67,0
235,C.J. Fiedorowicz,HOU,TE,2,3,66.67,1
236,Javontee Herndon,SD,WR,2,3,66.67,0
237,Preston Parker,NYG,WR,2,3,66.67,0
238,Demetrius Harris,KC,TE,2,3,66.67,1
239,Devin Smith,NYJ,WR,2,3,66.67,1
240,Austin Johnson,NO,FB,2,3,66.67,0
241,DeMarco Murray,PHI,RB,2,3,66.67,1
242,Kellen Davis,NYJ,TE,1,3,33.33,1
243,Charles Clay,BUF,TE,1,3,33.33,1
244,Charles D. Johnson,MIN,WR,1,3,33.33,0
245,Virgil Green,DEN,TE,1,3,33.33,1
246,Chris Johnson,ARI,RB,1,3,33.33,0
247,Luke Willson,SEA,TE,1,3,33.33,0
248,Marlon Moore,CLE,WR,1,3,33.33,1
249,Bennie Fowler,DEN,WR,1,3,33.33,0
250,Jeremy Butler,BAL,WR,1,3,33.33,0
251,Justin Hunter,TEN,WR,1,3,33.33,1
252,Cooper Helfet,SEA,TE,0,3,0.00,0
253,Keith Mumphery,HOU,WR,0,3,0.00,0
254,Jake Fisher,CIN,OT,0,3,0.00,0
255,Jarius Wright,MIN,WR,0,3,0.00,0
256,Terrelle Pryor,CLE,WR,0,3,0.00,0
257,Brian Quick,STL,WR,0,3,0.00,0
258,Jeremy Kerley,NYJ,WR,2,2,100.00,2
259,Michael Campanaro,BAL,WR,2,2,100.00,0
260,Lorenzo Taliaferro,BAL,RB,2,2,100.00,0
261,Jerick McKinnon,MIN,RB,2,2,100.00,1
262,Jake Stoneburner,MIA,TE,2,2,100.00,2
263,Roy Helu,OAK,RB,2,2,100.00,1
264,LeGarrette Blount,NE,RB,2,2,100.00,1
265,John Phillips,SD,TE,2,2,100.00,1
266,Zach Line,MIN,FB,2,2,100.00,1
267,Melvin Gordon,SD,RB,2,2,100.00,0
268,Lance Dunbar,DAL,RB,2,2,100.00,0
269,Troy Niklas,ARI,TE,2,2,100.00,2
270,C.J. Spiller,NO,RB,2,2,100.00,1
271,Patrick DiMarco,ATL,RB,2,2,100.00,2
272,Ryan Mathews,PHI,RB,2,2,100.00,0
273,Alfred Morris,WAS,RB,2,2,100.00,0
274,Jerome Simpson,SF,WR,2,2,100.00,1
275,Todd Gurley,STL,RB,2,2,100.00,0
276,Chris Givens,BAL,WR,1,2,50.00,1
277,Terron Ward,ATL,RB,1,2,50.00,0
278,Matt Jones,WAS,RB,1,2,50.00,0
279,Justin Perillo,GB,TE,1,2,50.00,1
280,Eddie Lacy,GB,RB,1,2,50.00,0
281,Toby Gerhart,JAC,RB,1,2,50.00,0
282,Chris Polk,HOU,RB,1,2,50.00,1
283,Brandon Myers,TB,TE,1,2,50.00,0
284,Adrian Peterson,MIN,RB,1,2,50.00,0
285,Chris Matthews,BAL,WR,1,2,50.00,1
286,Russell Shepard,TB,WR,1,2,50.00,1
287,Wes Welker,STL,WR,1,2,50.00,0
288,Dexter McCluster,TEN,WR,1,2,50.00,1
289,Darrius Heyward-Bey,PIT,WR,1,2,50.00,1
290,Dwayne Bowe,CLE,WR,1,2,50.00,0
291,Jerome Cunningham,NYG,TE,1,2,50.00,0
292,Rishard Matthews,MIA,WR,1,2,50.00,1
293,Jared Abbrederis,GB,WR,1,2,50.00,0
294,Tevin Coleman,ATL,RB,0,2,0.00,0
295,Reggie Bush,SF,RB,0,2,0.00,0
296,Donald Brown,SD,RB,0,2,0.00,0
297,Louis Murphy,TB,WR,0,2,0.00,0
298,Ryan Hewitt,CIN,TE,0,2,0.00,0
299,Ricardo Lockette,SEA,WR,0,2,0.00,0
300,Daniel Brown,BAL,TE,0,2,0.00,0
301,Kenbrell Thompkins,NYJ,WR,0,2,0.00,0
302,Taiwan Jones,OAK,RB,1,1,100.00,0
303,DuJuan Harris,SF,RB,1,1,100.00,0
304,Rex Burkhead,CIN,RB,1,1,100.00,1
305,Mike Gillislee,BUF,RB,1,1,100.00,1
306,Michael Burton,DET,RB,1,1,100.00,1
307,Karlos Williams,BUF,RB,1,1,100.00,0
308,Tyrod Taylor,BUF,QB,1,1,100.00,0
309,Jay Ajayi,MIA,RB,1,1,100.00,0
310,Stedman Bailey,STL,WR,1,1,100.00,1
311,Carlos Hyde,SF,RB,1,1,100.00,0
312,Malcolm Johnson,CLE,TE,1,1,100.00,0
313,KaDeem Carey,CHI,RB,1,1,100.00,1
314,Matt Spaeth,PIT,TE,1,1,100.00,0
315,Tommy Bohanon,NYJ,RB,1,1,100.00,0
316,Isaiah Crowell,CLE,RB,1,1,100.00,0
317,Bradley Marquez,STL,WR,1,1,100.00,0
318,Akeem Hunt,HOU,RB,1,1,100.00,0
319,Lee Smith,OAK,TE,1,1,100.00,1
320,Nick Boyle,BAL,TE,1,1,100.00,0
321,John Urschel,BAL,G,1,1,100.00,0
322,Will Tukuafu,SEA,FB,1,1,100.00,1
323,Bobby Rainey,TB,RB,1,1,100.00,0
324,Chase Coffman,SEA,TE,1,1,100.00,1
325,Branden Oliver,SD,RB,1,1,100.00,0
326,Jesse James,PIT,TE,1,1,100.00,1
327,Stepfan Taylor,ARI,RB,1,1,100.00,0
328,Tre McBride,TEN,WR,1,1,100.00,1
329,Brandon Bolden,NE,RB,1,1,100.00,1
330,Latavius Murray,OAK,RB,1,1,100.00,0
331,Tyler Kroft,CIN,TE,1,1,100.00,1
332,Rashad Jennings,NYG,RB,1,1,100.00,0
333,Travaris Cadet,NO,RB,1,1,100.00,0
334,Kendall Gaskins,SF,RB,1,1,100.00,0
335,Rod Streater,OAK,WR,1,1,100.00,0
336,Brandon Pettigrew,DET,TE,1,1,100.00,1
337,Zurlon Tipton,IND,RB,1,1,100.00,0
338,DeAngelo Williams,PIT,RB,1,1,100.00,0
339,Darrel Young,WAS,FB,1,1,100.00,0
340,Karlos Williams,BUF,RB,1,1,100.00,0
341,Alfred Blue,HOU,RB,1,1,100.00,0
342,Jalston Fowler,TEN,RB,1,1,100.00,1
343,Quincy Enunwa,NYJ,WR,1,1,100.00,0
344,Stevan Ridley,NYJ,RB,1,1,100.00,0
345,Zac Stacy,NYJ,RB,1,1,100.00,0
346,Matt Asiata,MIN,RB,1,1,100.00,0
347,Marcus Easley,BUF,WR,0,1,0.00,0
348,Joe Reitz,IND,G,0,1,0.00,0
349,Cameron Meredith,CHI,WR,0,1,0.00,0
350,Lance Kendricks,STL,TE,0,1,0.00,0
351,Miles Austin,PHI,WR,0,1,0.00,0
352,Corey Grant,JAC,RB,0,1,0.00,0
353,J.J. Watt,HOU,DE,0,1,0.00,0
354,Anthony Dixon,BUF,RB,0,1,0.00,0
355,Phillip Dorsett,IND,WR,0,1,0.00,0
356,Anthony Sherman,KC,RB,0,1,0.00,0
357,Mitchell Schwartz,CLE,OT,0,1,0.00,0
358,Jeff Cumberland,NYJ,TE,0,1,0.00,0
359,Lucky Whitehead,DAL,WR,0,1,0.00,0
360,Nick OLeary,BUF,TE,0,1,0.00,0
361,Marlon Brown,BAL,WR,0,1,0.00,0
362,Devin Street,DAL,WR,0,1,0.00,0
363,Matt Hazel,MIA,WR,0,1,0.00,0
364,Levine Toilolo,ATL,TE,0,1,0.00,0
365,Alex Smith,WAS,TE,0,1,0.00,0
366,Phillip Supernaw,TEN,TE,0,1,0.00,0
367,Jamize Olawale,OAK,RB,0,1,0.00,0
368,James Hanna,DAL,TE,0,1,0.00,0
369,Darren Waller,BAL,TE,0,1,0.00,0
370,Jason Avant,KC,WR,0,1,0.00,0
371,Chris Owusu,NYJ,WR,0,1,0.00,0
372,Brian Parker,KC,TE,0,1,0.00,0
