"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"242","Sony Michel (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.3%"
"243","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"244","Rashaad Penny (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"245","John Kelly (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"247","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"248","Devin Singletary (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.9%"
"249","Miles Sanders (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
"250","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"252","Bo Scarbrough (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"253","Nyheim Hines (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.1%"
"254","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7%"
"256","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Jonathan Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","Ty'Son Williams (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.9%"
"264","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"265","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.7%"
"266","Raymond Calais (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Lynn Bowden Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"268","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Pete Guerriero (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"274","Antonio Williams (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"276","Patrick Carr (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Jason Huntley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","C.J. Spiller (FA)","2","0","0.0","1","0","0","0","2","0","0","0","0","1","0.0","0.0","0.1%"
"284","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Jordan Todman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"286","Bruce Miller (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","Nick Bellore (SEA)","0","0","0","0","0","0","1","1","1","1.0","1","0","13","0.0","0.0","0.0%"
"291","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"293","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"295","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"296","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"297","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"298","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"299","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"301","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"302","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"303","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"304","Terrence Magee (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"305","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"306","Brandin Bryant (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"307","Taniela Tupou (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"308","Troymaine Pope (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"309","Jeremy McNichols (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.8%"
"310","Elijah Hood (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"311","Cethan Carter (CIN)","0","0","0","0","0","0","0","1","0","0","0","0","16","0.0","0.0","0.0%"
"312","Marquez Williams (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"313","Khalfani Muhammad (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"314","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"315","Jarveon Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"316","Jonathan Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"317","Darius Jackson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","Daniel Lasco (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"319","Lawrence Thomas (FA)","2","1","0.5","1","0","0","6","7","43","7.2","0","0","14","0.0","0.0","0.0%"
"320","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"321","Cordarrelle Patterson (CHI)","13","121","9.3","47","2","2","31","42","309","10.0","0","0","16","0.0","0.0","5.9%"
"322","Joe Banyard (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"323","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"324","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"325","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"326","Bronson Hill (FA)","1","-2","-2.0","0","0","0","0","0","0","0","0","0","2","-0.2","-0.1","0.0%"
"327","Darren McFadden (FA)","1","-2","-2.0","0","0","0","0","0","0","0","0","0","1","-0.2","-0.2","7.0%"
"328","Devante Mays (FA)","4","1","0.3","2","0","0","3","3","0","0.0","0","1","8","-0.4","-0.1","0.0%"
""
""
