Rank,Player,,Player_Name,Min Pick,Max Pick,% Selected,Position,Team,PositionRank
118,Funchess,Devin,Devin Funchess,3,895,90,WR,CAR,41
119,Ajayi,Jay,Jay Ajayi,1,901,59,RB,MIA,37
123,Seahawks,Seattle,Seattle Seahawks,1,458,67,Def,SEA,1
125,Mason,Tre,Tre Mason,1,511,69,RB,STL,38
126,Decker,Eric,Eric Decker,2,464,72,WR,NYJ,42
127,Johnson,David,David Johnson,1,905,80,RB,ARI,39
128,Smith,Steve,Steve Smith,2,544,75,WR,BAL,43
129,Cobb,David,David Cobb,3,903,77,RB,TEN,40
130,Freeman,Devonta,Devonta Freeman,1,487,70,RB,ATL,41
131,Manning,Eli,Eli Manning,1,507,73,QB,NYG,13
132,Smelter,DeAndre,DeAndre Smelter,6,934,18,WR,SFO,44
133,Green-Beckham,Dorial,Dorial Green-Beckham,2,897,77,WR,TEN,45
135,Mathews,Ryan,Ryan Mathews,4,411,73,RB,PHI,42
137,Rivers,Philip,Philip Rivers,1,602,72,QB,SDC,14
138,Bradford,Sam,Sam Bradford,1,525,79,QB,PHI,15
141,LaFell,Brandon,Brandon LaFell,3,1537,69,WR,NEP,46
142,McFadden,Darren,Darren McFadden,1,477,73,RB,DAL,43
143,Petty,Bryce,Bryce Petty,4,947,15,QB,NYJ,16
144,Sankey,Bishop,Bishop Sankey,2,587,69,RB,TEN,44
145,Eifert,Tyler,Tyler Eifert,1,513,73,TE,CIN,10
146,Boldin,Anquan,Anquan Boldin,1,628,71,WR,SFO,47
147,Bell,Kenny,Kenny Bell,3,953,19,WR,TBB,48
148,Winston,Jameis,Jameis Winston,1,892,81,QB,TBB,17
149,Wright,Kendall,Kendall Wright,6,409,70,WR,TEN,49
150,Diggs,Stefon,Stefon Diggs,1,944,22,WR,MIN,50
151,McBride,Tre,Tre McBride,7,915,15,WR,TEN,51
153,Davis,Devante,Devante Davis,2,1230,10,WR,FA,52
158,Smith,Devin,Devin Smith,3,1016,30,WR,NYJ,53
159,Bills,Buffalo,Buffalo Bills,1,489,66,Def,BUF,2
160,Walker,Delanie,Delanie Walker,2,404,72,TE,TEN,11
161,Waller,Darren,Darren Waller,5,921,12,WR,BAL,54
163,Gostkowski,Stephen,Stephen Gostkowski,1,421,53,PK,NEP,1
164,Mariota,Marcus,Marcus Mariota,1,890,78,QB,TEN,18
165,Grayson,Garrett,Garrett Grayson,10,1127,12,QB,NOS,19
166,Bridgewater,Teddy,Teddy Bridgewater,1,479,72,QB,MIN,20
168,Texans,Houston,Houston Texans,1,484,67,Def,HOU,3
171,Walford,Clive,Clive Walford,1,923,27,TE,OAK,12
172,Mayle,Vince,Vince Mayle,12,938,9,WR,DAL,55
173,Conley,Chris,Chris Conley,2,913,33,WR,KCC,56
174,Dorsett,Phillip,Phillip Dorsett,1,900,71,WR,IND,57
175,Jones,Matt,Matt Jones,1,902,71,RB,WAS,45
176,Strong,Jaelen,Jaelen Strong,3,906,53,WR,HOU,58
177,Langford,Jeremy,Jeremy Langford,1,915,37,RB,CHI,46
180,Greene,Rashad,Rashad Greene,13,1360,15,WR,JAC,59
181,Woodhead,Danny,Danny Woodhead,2,487,71,RB,SDC,47
182,Blue,Alfred,Alfred Blue,1,547,71,RB,HOU,48
183,Garcon,Pierre,Pierre Garcon,5,571,68,WR,WAS,60
184,Colston,Marques,Marques Colston,3,577,70,WR,NOS,61
186,James,Jesse,Jesse James,5,939,14,TE,PIT,13
187,Williams,Maxx,Maxx Williams,1,896,57,TE,BAL,14
188,Davis,Mike,Mike Davis,3,928,29,RB,SFO,49
189,Hundley,Brett,Brett Hundley,10,912,10,QB,GBP,21
190,Hill,Josh,Josh Hill,1,483,70,TE,NOS,15
192,Robinson,Josh,Josh Robinson,1,919,36,RB,FA,50
193,Hardy,Justin,Justin Hardy,4,971,31,WR,ATL,62
194,Coates,Sammie,Sammie Coates,6,933,34,WR,PIT,63
195,Rawls,Thomas,Thomas Rawls,9,915,13,RB,SEA,51
196,Lockett,Tyler,Tyler Lockett,2,907,59,WR,SEA,64
198,Rams,St. Louis,St. Louis Rams,2,331,67,Def,STL,4
199,Daniels,Owen,Owen Daniels,5,548,74,TE,DEN,16
200,Allen,Javorius,Javorius Allen,1,908,48,RB,BAL,52
201,Allen,Dwayne,Dwayne Allen,2,398,69,TE,IND,17
202,Mannion,Sean,Sean Mannion,6,916,5,QB,STL,22
203,Rudolph,Kyle,Kyle Rudolph,1,478,69,TE,MIN,18
206,Davis,Knile,Knile Davis,5,577,66,RB,KCC,53
207,Montgomery,Ty,Ty Montgomery,1,927,42,WR,GBP,65
208,Gates,Antonio,Antonio Gates,1,481,70,TE,SDC,19
210,Artis-Payne,Cameron,Cameron Artis-Payne,2,909,60,RB,CAR,54
212,Williams,Terrance,Terrance Williams,3,478,68,WR,DAL,66
214,Zenner,Zach,Zach Zenner,2,932,22,RB,DET,55
215,Williams,Karlos,Karlos Williams,3,918,25,RB,BUF,56
218,Quick,Brian,Brian Quick,2,462,66,WR,STL,67
219,Seferian-Jenkins,Austin,Austin Seferian-Jenkins,2,435,61,TE,TBB,20
222,Sims,Charles,Charles Sims,3,460,58,RB,TBB,57
223,Crowder,Jamison,Jamison Crowder,7,1108,11,WR,WAS,68
224,Kroft,Tyler,Tyler Kroft,1,948,8,TE,CIN,21
226,Stills,Kenny,Kenny Stills,8,490,57,WR,MIA,69
227,Vinatieri,Adam,Adam Vinatieri,1,622,54,PK,IND,2
229,Flacco,Joe,Joe Flacco,2,594,67,QB,BAL,23
230,Kaepernick,Colin,Colin Kaepernick,1,512,64,QB,SFO,24
231,Royal,Eddie,Eddie Royal,1,600,63,WR,CHI,70
233,Sproles,Darren,Darren Sproles,3,556,66,RB,PHI,58
237,Palmer,Carson,Carson Palmer,1,528,68,QB,ARI,25
238,Wheaton,Markus,Markus Wheaton,1,561,60,WR,PIT,71
239,Bush,Reggie,Reggie Bush,5,540,62,RB,SFO,59
240,Jets,New York,New York Jets,2,381,66,Def,NYJ,5
242,Hauschka,Steven,Steven Hauschka,5,562,54,PK,SEA,3
244,Moncrief,Donte,Donte Moncrief,1,468,46,WR,IND,72
245,Brown,Malcolm,Malcolm Brown,21,937,5,RB,STL,60
247,Eagles,Philadelphia,Philadelphia Eagles,3,486,64,Def,PHI,6
250,Latimer,Cody,Cody Latimer,5,433,53,WR,DEN,73
251,Johnson,Stevie,Stevie Johnson,1,519,62,WR,SDC,74
252,Pruitt,MyCole,MyCole Pruitt,3,1068,9,TE,MIN,22
253,Dolphins,Miami,Miami Dolphins,1,468,65,Def,MIA,7
254,Dyer,Michael,Michael Dyer,15,947,7,RB,FA,61
256,Heuerman,Jeff,Jeff Heuerman,19,1413,5,TE,DEN,23
257,Crosby,Mason,Mason Crosby,2,618,54,PK,GBP,4
258,Cardinals,Arizona,Arizona Cardinals,1,464,65,Def,ARI,8
259,Tucker,Justin,Justin Tucker,3,570,53,PK,BAL,5
260,Randle,Rueben,Rueben Randle,1,418,53,WR,NYG,75
261,Broncos,Denver,Denver Broncos,1,451,65,Def,DEN,9
262,Ebron,Eric,Eric Ebron,11,437,51,TE,DET,24
263,Fleener,Coby,Coby Fleener,8,421,57,TE,IND,25
265,Harvin,Percy,Percy Harvin,1,505,55,WR,BUF,76
266,Crabtree,Michael,Michael Crabtree,1,474,60,WR,OAK,77
267,McKinnon,Jerick,Jerick McKinnon,8,713,44,RB,MIN,62
268,Coleman,Brandon,Brandon Coleman,1,689,36,WR,NOS,78
270,Parkey,Cody,Cody Parkey,2,550,52,PK,PHI,6
271,Jones,Marvin,Marvin Jones,8,439,52,WR,CIN,79
272,Hillman,Ronnie,Ronnie Hillman,2,705,45,RB,DEN,63
274,Williams,Andre,Andre Williams,7,529,52,RB,NYG,64
275,Carr,Derek,Derek Carr,1,472,53,QB,OAK,26
276,Williams,DeAngelo,DeAngelo Williams,1,667,60,RB,PIT,65
277,Cutler,Jay,Jay Cutler,1,510,56,QB,CHI,27
278,Helu,Roy,Roy Helu,7,532,50,RB,OAK,66
281,Dalton,Andy,Andy Dalton,1,530,53,QB,CIN,28
283,Bailey,Dan,Dan Bailey,2,561,52,PK,DAL,7
286,Baldwin,Doug,Doug Baldwin,1,467,56,WR,SEA,80
288,McManus,Brandon,Brandon McManus,2,878,33,PK,DEN,8
290,Davis,Vernon,Vernon Davis,9,587,59,TE,DEN,26
293,Panthers,Carolina,Carolina Panthers,1,390,59,Def,CAR,10
294,Reed,Jordan,Jordan Reed,3,506,47,TE,WAS,27
295,Lewis,Dion,Dion Lewis,1,885,6,RB,NEP,67
296,Taylor,Tyrod,Tyrod Taylor,1,674,20,QB,BUF,29
297,Packers,Green Bay,Green Bay Packers,7,482,57,Def,GBP,11
299,Ball,Montee,Montee Ball,1,542,45,RB,FA*,68
300,Donnell,Larry,Larry Donnell,10,494,48,TE,NYG,28
301,Wayne,Reggie,Reggie Wayne,3,889,21,WR,FA*,81
302,Patriots,New England,New England Patriots,5,439,54,Def,NEP,12
304,Miller,Heath,Heath Miller,2,579,52,TE,PIT,29
305,Clay,Charles,Charles Clay,6,448,49,TE,BUF,30
306,Carter,Duron,Duron Carter,3,930,11,WR,FA,82
307,Gray,Jonas,Jonas Gray,4,630,34,RB,JAC,69
310,Barth,Connor,Connor Barth,5,758,28,PK,TBB,9
311,Bryant,Matt,Matt Bryant,8,633,47,PK,ATL,10
313,Cousins,Kirk,Kirk Cousins,2,792,13,QB,WAS,30
314,Smith,Alex,Alex Smith,2,584,42,QB,KCC,31
315,Rodgers,Richard,Richard Rodgers,5,557,47,TE,GBP,31
317,Green,Ladarius,Ladarius Green,8,428,43,TE,SDC,32
318,Prater,Matt,Matt Prater,2,728,39,PK,DET,11
319,Bortles,Blake,Blake Bortles,1,524,41,QB,JAC,32
321,Jones,James,James Jones,2,771,13,WR,GBP,83
322,Ravens,Baltimore,Baltimore Ravens,8,459,49,Def,BAL,13
323,Michael,Christine,Christine Michael,6,479,34,RB,SEA,70
324,Jackson,Fred,Fred Jackson,6,693,47,RB,SEA,71
325,Chiefs,Kansas City,Kansas City Chiefs,3,381,48,Def,KCC,14
326,Hayne,Jarryd,Jarryd Hayne,1,887,5,RB,SFO,72
327,Robinson,Denard,Denard Robinson,4,663,42,RB,JAC,73
330,Janis,Jeff,Jeff Janis,10,715,26,WR,GBP,84
331,Janikowski,Sebastian,Sebastian Janikowski,16,812,20,PK,OAK,12
332,Foles,Nick,Nick Foles,1,540,42,QB,STL,33
333,Patterson,Cordarrelle,Cordarrelle Patterson,3,564,35,WR,MIN,85
334,Bowe,Dwayne,Dwayne Bowe,12,624,38,WR,CLE,86
335,West,Terrance,Terrance West,11,632,34,RB,BAL,74
336,Hartley,Garrett,Garrett Hartley,10,928,7,PK,FA*,13
338,Walsh,Blair,Blair Walsh,10,669,28,PK,MIN,14
339,White,James,James White,3,586,27,RB,NEP,75
340,Hopkins,Dustin,Dustin Hopkins,9,767,6,PK,WAS,15
341,Carpenter,Dan,Dan Carpenter,17,681,25,PK,BUF,16
342,Scobee,Josh,Josh Scobee,13,837,11,PK,FA,17
344,Hurns,Allen,Allen Hurns,8,527,32,WR,JAC,87
345,Vikings,Minnesota,Minnesota Vikings,12,416,40,Def,MIN,15
346,Johnson,Chris,Chris Johnson,2,946,20,RB,ARI,76
347,Starks,James,James Starks,2,650,37,RB,GBP,77
350,Lions,Detroit,Detroit Lions,1,473,38,Def,DET,16
351,Green,Virgil,Virgil Green,4,611,27,TE,DEN,33
352,Bengals,Cincinnati,Cincinnati Bengals,2,484,40,Def,CIN,17
354,Williams,Ryan,Ryan Williams,1,767,5,RB,FA*,78
355,Riddick,Theo,Theo Riddick,7,958,24,RB,DET,79
356,Catanzaro,Chandler,Chandler Catanzaro,7,654,17,PK,ARI,18
357,Herron,Dan,Dan Herron,13,716,33,RB,IND,80
358,Britt,Kenny,Kenny Britt,5,595,37,WR,STL,88
360,Griffin III,Robert,Robert Griffin III,2,527,30,QB,WAS,34
361,Gano,Graham,Graham Gano,3,707,7,PK,CAR,19
362,Lee,Marqise,Marqise Lee,5,904,24,WR,JAC,89
363,Novak,Nick,Nick Novak,9,747,13,PK,HOU,20
364,Beasley,Cole,Cole Beasley,2,594,33,WR,DAL,90
365,Blackmon,Justin,Justin Blackmon,13,708,11,WR,JAC,91
366,Gould,Robbie,Robbie Gould,21,817,9,PK,CHI,21
368,Osweiler,Brock,Brock Osweiler,3,972,9,QB,DEN,35
369,Robinson,Khiry,Khiry Robinson,5,733,29,RB,NOS,81
370,Hankerson,Leonard,Leonard Hankerson,2,876,15,WR,BUF,92
371,Brown,Josh,Josh Brown,8,726,10,PK,NYG,22
372,Zuerlein,Greg,Greg Zuerlein,22,714,14,PK,STL,23
373,Watson,Ben,Ben Watson,4,846,12,TE,NOS,34
374,Floyd,Malcom,Malcom Floyd,8,620,32,WR,SDC,93
376,Amendola,Danny,Danny Amendola,6,626,25,WR,NEP,94
377,Amaro,Jace,Jace Amaro,6,829,24,TE,NYJ,35
378,Fitzpatrick,Ryan,Ryan Fitzpatrick,3,672,14,QB,NYJ,36
379,Hoyer,Brian,Brian Hoyer,4,815,10,QB,HOU,37
380,Dawson,Phil,Phil Dawson,21,747,11,PK,SFO,24
382,Oliver,Branden,Branden Oliver,4,729,22,RB,SDC,82
383,Austin,Tavon,Tavon Austin,4,601,21,WR,STL,95
384,Steelers,Pittsburgh,Pittsburgh Steelers,4,493,32,Def,PIT,18
385,Colts,Indianapolis,Indianapolis Colts,15,483,34,Def,IND,19
386,Matthews,Chris,Chris Matthews,3,1044,10,WR,BAL,96
387,Sanu,Mohamed,Mohamed Sanu,3,512,27,WR,CIN,97
388,Polk,Chris,Chris Polk,8,661,15,RB,HOU,83
389,Ridley,Stevan,Stevan Ridley,8,714,19,RB,NYJ,84
390,Huff,Josh,Josh Huff,1,1029,22,WR,PHI,98
392,Garoppolo,Jimmy,Jimmy Garoppolo,3,777,11,QB,NEP,38
393,Bolden,Brandon,Brandon Bolden,1,702,5,RB,NEP,85
394,Cowboys,Dallas,Dallas Cowboys,11,426,31,Def,DAL,20
395,Dunbar,Lance,Lance Dunbar,3,752,21,RB,DAL,86
396,Wilson,Marquess,Marquess Wilson,9,967,16,WR,CHI,99
397,Toon,Nick,Nick Toon,1,981,17,WR,STL,100
398,Hunter,Justin,Justin Hunter,5,609,17,WR,TEN,101
399,Sturgis,Caleb,Caleb Sturgis,18,800,9,PK,PHI,25
400,Shorts,Cecil,Cecil Shorts,10,643,29,WR,HOU,102
401,49ers,San Francisco,San Francisco 49ers,1,491,28,Def,SFO,21
403,Folk,Nick,Nick Folk,20,746,7,PK,NYJ,26
405,Taliaferro,Lorenzo,Lorenzo Taliaferro,13,592,21,RB,BAL,87
406,Browns,Cleveland,Cleveland Browns,8,437,28,Def,CLE,22
407,Brown,Corey,Corey Brown,10,680,8,WR,CAR,103
408,Suisham,Shaun,Shaun Suisham,3,926,6,PK,PIT,27
409,Rice,Ray,Ray Rice,4,661,13,RB,FA*,88
411,Bullock,Randy,Randy Bullock,2,673,9,PK,NYJ,28
412,Williams,Damien,Damien Williams,3,894,10,RB,MIA,89
413,Cook,Jared,Jared Cook,8,618,27,TE,STL,36
414,Aiken,Kamar,Kamar Aiken,1,631,10,WR,BAL,104
415,Smith,Geno,Geno Smith,11,914,13,QB,NYJ,39
416,Pryor,Terrelle,Terrelle Pryor,3,1045,5,WR,CLE,105
417,Kearse,Jermaine,Jermaine Kearse,2,816,7,WR,SEA,106
418,Chandler,Scott,Scott Chandler,11,691,10,TE,NEP,37
419,Asiata,Matt,Matt Asiata,6,759,10,RB,MIN,90
420,Wilson,Albert,Albert Wilson,14,1038,10,WR,KCC,107
421,Rivera,Mychal,Mychal Rivera,15,950,19,TE,OAK,38
423,Redskins,Washington,Washington Redskins,10,508,7,Def,WAS,23
425,Bailey,Stedman,Stedman Bailey,31,665,14,WR,STL,108
426,Turbin,Robert,Robert Turbin,13,886,11,RB,DAL,91
427,Manziel,Johnny,Johnny Manziel,5,770,10,QB,CLE,40
428,Housler,Robert,Robert Housler,11,837,9,TE,CHI,39
429,Tamme,Jacob,Jacob Tamme,4,920,10,TE,ATL,40
430,Woods,Robert,Robert Woods,6,941,14,WR,BUF,109
431,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,8,476,22,Def,TBB,24
432,Giants,New York,New York Giants,19,446,21,Def,NYG,25
433,Sanchez,Mark,Mark Sanchez,2,773,11,QB,PHI,41
434,Richardson,Trent,Trent Richardson,11,1070,10,RB,FA*,92
435,Raiders,Oakland,Oakland Raiders,14,566,6,Def,OAK,26
436,Mallett,Ryan,Ryan Mallett,7,1015,6,QB,BAL,42
437,McCown,Josh,Josh McCown,2,891,6,QB,CLE,43
438,Falcons,Atlanta,Atlanta Falcons,13,424,15,Def,ATL,27
439,Chargers,San Diego,San Diego Chargers,21,473,18,Def,SDC,28
440,Bears,Chicago,Chicago Bears,7,506,13,Def,CHI,29
441,Jennings,Greg,Greg Jennings,13,906,13,WR,MIA,110
442,Jaguars,Jacksonville,Jacksonville Jaguars,30,508,18,Def,JAC,30
443,Paul,Niles,Niles Paul,16,681,10,TE,WAS,41
444,Saints,New Orleans,New Orleans Saints,23,378,13,Def,NOS,31
445,Hartline,Brian,Brian Hartline,8,681,8,WR,CLE,111
446,Gillmore,Crockett,Crockett Gillmore,6,816,6,TE,BAL,42
447,Carey,Ka'Deem,Ka'Deem Carey,17,870,7,RB,CHI,93
448,Titans,Tennessee,Tennessee Titans,24,398,8,Def,TEN,32
449,Thomas,Pierre,Pierre Thomas,14,880,5,RB,WAS,94
450,Hawkins,Andrew,Andrew Hawkins,12,896,13,WR,CLE,112
451,Brown,Marlon,Marlon Brown,7,766,6,WR,BAL,113
452,Bradshaw,Ahmad,Ahmad Bradshaw,25,764,5,RB,IND,95
453,Dobson,Aaron,Aaron Dobson,18,982,7,WR,NEP,114
454,Cadet,Travaris,Travaris Cadet,2,771,7,RB,NOS,96
455,Stacy,Zac,Zac Stacy,1,875,7,RB,NYJ,97
456,Douglas,Harry,Harry Douglas,3,921,6,WR,TEN,115
457,Escobar,Gavin,Gavin Escobar,14,666,6,TE,DAL,43
