Rank,Player,,Player_Name,Min Pick,Max Pick,% Selected,Position,Team,PositionRank
31,Lynch,Marshawn,Marshawn Lynch,1,583,85,RB,OAK,14
32,Crowell,Isaiah,Isaiah Crowell,1,520,75,RB,CLE,15
33,Jeffery,Alshon,Alshon Jeffery,1,514,80,WR,PHI,15
34,Brees,Drew,Drew Brees,1,495,76,QB,NOS,2
35,Adams,Davante,Davante Adams,1,416,75,WR,GBP,16
36,Hyde,Carlos,Carlos Hyde,1,530,75,RB,SFO,16
37,Hill,Tyreek,Tyreek Hill,1,468,80,WR,KCC,17
38,Crabtree,Michael,Michael Crabtree,1,496,75,WR,OAK,18
39,Landry,Jarvis,Jarvis Landry,1,455,75,WR,MIA,19
40,Watkins,Sammy,Sammy Watkins,1,626,80,WR,LAR,20
41,Tate,Golden,Golden Tate,1,390,76,WR,DET,21
42,Olsen,Greg,Greg Olsen,1,340,80,TE,CAR,3
43,Keenum,Case,Case Keenum,1,1243,5,QB,MIN,3
44,Ingram,Mark,Mark Ingram,1,461,80,RB,NOS,17
45,Hunt,Kareem,Kareem Hunt,1,546,97,RB,KCC,18
46,Bryant,Martavis,Martavis Bryant,1,445,82,WR,PIT,22
47,Ryan,Matt,Matt Ryan,1,472,77,QB,ATL,4
48,Diggs,Stefon,Stefon Diggs,1,519,81,WR,MIN,23
49,Fitzgerald,Larry,Larry Fitzgerald,1,415,76,WR,ARI,24
50,Anderson,C.J.,C.J. Anderson,1,462,76,RB,DEN,19
51,Benjamin,Kelvin,Kelvin Benjamin,1,409,78,WR,BUF,25
52,Wilson,Russell,Russell Wilson,1,478,73,QB,SEA,5
53,Abdullah,Ameer,Ameer Abdullah,1,497,76,RB,DET,20
54,Graham,Jimmy,Jimmy Graham,1,366,75,TE,SEA,4
57,Crowder,Jamison,Jamison Crowder,2,409,76,WR,WAS,26
58,Coleman,Tevin,Tevin Coleman,2,531,79,RB,ATL,21
59,Sanders,Emmanuel,Emmanuel Sanders,2,341,75,WR,DEN,27
61,Powell,Bilal,Bilal Powell,3,494,76,RB,NYJ,22
62,Carr,Derek,Derek Carr,1,509,73,QB,OAK,6
63,Parker,DeVante,DeVante Parker,1,566,75,WR,MIA,28
67,Winston,Jameis,Jameis Winston,1,473,74,QB,TBB,7
69,Newton,Cam,Cam Newton,1,479,77,QB,CAR,8
70,Snead,Willie,Willie Snead,2,472,76,WR,NOS,29
71,Martin,Doug,Doug Martin,2,475,76,RB,TBB,23
72,Henry,Derrick,Derrick Henry,1,631,77,RB,TEN,24
73,Davis,Corey,Corey Davis,1,543,89,WR,TEN,30
74,Gillislee,Mike,Mike Gillislee,1,510,79,RB,NEP,25
75,Cole,Keelan,Keelan Cole,9,1222,5,WR,JAC,31
76,Mariota,Marcus,Marcus Mariota,1,503,77,QB,TEN,9
77,Woodhead,Danny,Danny Woodhead,1,544,76,RB,BAL,26
80,Rudolph,Kyle,Kyle Rudolph,2,510,80,TE,MIN,5
81,Walker,Delanie,Delanie Walker,1,491,79,TE,TEN,6
82,Cousins,Kirk,Kirk Cousins,1,498,74,QB,WAS,10
84,Moncrief,Donte,Donte Moncrief,4,543,73,WR,IND,32
85,Ertz,Zach,Zach Ertz,3,450,79,TE,PHI,7
86,Jackson,DeSean,DeSean Jackson,1,481,76,WR,TBB,33
89,Cobb,Randall,Randall Cobb,1,444,75,WR,GBP,34
90,Perkins,Paul,Paul Perkins,4,636,74,RB,NYG,27
91,Lacy,Eddie,Eddie Lacy,3,641,74,RB,SEA,28
92,Roethlisberger,Ben,Ben Roethlisberger,1,481,79,QB,PIT,11
94,Butker,Harrison,Harrison Butker,4,1002,5,PK,KCC,1
95,Prescott,Dak,Dak Prescott,1,533,73,QB,DAL,12
96,Blount,LeGarrette,LeGarrette Blount,1,491,78,RB,PHI,29
99,Gore,Frank,Frank Gore,1,497,75,RB,IND,30
100,Perine,Samaje,Samaje Perine,1,576,82,RB,WAS,31
101,Maclin,Jeremy,Jeremy Maclin,1,546,73,WR,BAL,35
103,Decker,Eric,Eric Decker,1,484,75,WR,TEN,36
104,Reynolds,Josh,Josh Reynolds,5,1349,14,WR,LAR,37
105,Riddick,Theo,Theo Riddick,2,475,71,RB,DET,32
108,Williams,Tyrell,Tyrell Williams,3,536,71,WR,LAC,38
109,Stafford,Matthew,Matthew Stafford,1,616,74,QB,DET,13
111,Kamara,Alvin,Alvin Kamara,1,600,78,RB,NOS,33
112,Coleman,Corey,Corey Coleman,6,449,69,WR,CLE,39
113,Williams,Chad,Chad Williams,3,1781,16,WR,ARI,40
114,Rivers,Philip,Philip Rivers,1,487,74,QB,LAC,14
115,Thielen,Adam,Adam Thielen,2,563,75,WR,MIN,41
116,Gostkowski,Stephen,Stephen Gostkowski,1,882,50,PK,NEP,2
118,Taylor,Taywan,Taywan Taylor,3,1707,20,WR,TEN,42
119,Elliott,Jake,Jake Elliott,2,1036,5,PK,PHI,3
120,Smith,Jonnu,Jonnu Smith,2,1674,13,TE,TEN,8
121,Zamora,Ishmael,Ishmael Zamora,2,1443,8,WR,FA,43
122,Westbrook,Dede,Dede Westbrook,3,1198,23,WR,JAC,44
124,Dupre,Malachi,Malachi Dupre,3,948,9,WR,BUF,45
125,Johnson,Duke,Duke Johnson,1,449,69,RB,CLE,34
126,Shaheen,Adam,Adam Shaheen,3,1172,21,TE,CHI,9
128,Hodges,Bucky,Bucky Hodges,11,1155,9,TE,FA,10
129,Brown,John,John Brown,1,609,69,WR,ARI,46
130,West,Terrance,Terrance West,1,583,72,RB,BAL,35
131,Tucker,Justin,Justin Tucker,1,1319,45,PK,BAL,4
132,Ebron,Eric,Eric Ebron,7,537,69,TE,DET,11
133,Broncos,Denver,Denver Broncos,3,758,68,Def,DEN,1
136,Jones,Zay,Zay Jones,2,550,77,WR,BUF,47
137,Williams,Jamaal,Jamaal Williams,2,883,77,RB,GBP,36
138,Hood,Elijah,Elijah Hood,6,1137,11,RB,OAK,37
140,Godwin,Chris,Chris Godwin,4,1062,28,WR,TBB,48
141,Williams,Mike,Mike Williams,1,690,61,WR,LAC,49
142,McFadden,Darren,Darren McFadden,1,1117,70,RB,FA,38
143,Jones,Aaron,Aaron Jones,1,1429,20,RB,GBP,39
144,Jones,Marvin,Marvin Jones,4,470,68,WR,DET,50
145,Gallman,Wayne,Wayne Gallman,5,945,23,RB,NYG,40
146,Smith-Schuster,JuJu,JuJu Smith-Schuster,1,724,47,WR,PIT,51
147,McNichols,Jeremy,Jeremy McNichols,5,734,25,RB,SFO,41
148,Doyle,Jack,Jack Doyle,1,576,70,TE,IND,12
149,Dalton,Andy,Andy Dalton,1,620,71,QB,CIN,15
150,Matthews,Rishard,Rishard Matthews,3,516,70,WR,TEN,52
152,Darboh,Amara,Amara Darboh,21,664,9,WR,SEA,53
153,Manning,Eli,Eli Manning,1,619,71,QB,NYG,16
154,Engram,Evan,Evan Engram,1,556,75,TE,NYG,13
156,Bryant,Matt,Matt Bryant,1,643,50,PK,ATL,5
157,White,James,James White,2,576,70,RB,NEP,42
158,Mahomes,Patrick,Patrick Mahomes,1,719,36,QB,KCC,17
159,Chiefs,Kansas City,Kansas City Chiefs,1,614,73,Def,KCC,2
160,Njoku,David,David Njoku,1,548,61,TE,CLE,14
161,Rawls,Thomas,Thomas Rawls,2,545,71,RB,SEA,43
162,Britt,Kenny,Kenny Britt,1,674,65,WR,NEP,54
163,Trubisky,Mitchell,Mitchell Trubisky,1,1083,37,QB,CHI,18
164,Stewart,Jonathan,Jonathan Stewart,2,513,73,RB,CAR,44
165,Kupp,Cooper,Cooper Kupp,4,571,68,WR,LAR,55
166,Everett,Gerald,Gerald Everett,2,926,27,TE,LAR,15
167,Switzer,Ryan,Ryan Switzer,5,939,12,WR,DAL,56
169,Wallace,Mike,Mike Wallace,3,503,65,WR,BAL,57
170,Mack,Marlon,Marlon Mack,3,946,67,RB,IND,45
171,McGuire,Elijah,Elijah McGuire,7,1102,11,RB,NYJ,46
172,Hogan,Chris,Chris Hogan,1,557,70,WR,NEP,58
173,Saints,New Orleans,New Orleans Saints,2,771,8,Def,NOS,3
174,Seahawks,Seattle,Seattle Seahawks,2,988,68,Def,SEA,4
175,Kizer,DeShone,DeShone Kizer,1,666,39,QB,CLE,19
177,Texans,Houston,Houston Texans,2,772,69,Def,HOU,5
178,Ginn Jr.,Ted,Ted Ginn Jr.,3,546,69,WR,NOS,59
179,Dobbs,Joshua,Joshua Dobbs,11,936,7,QB,PIT,20
181,Stewart,ArDarius,ArDarius Stewart,2,1252,28,WR,NYJ,60
183,Taylor,Tyrod,Tyrod Taylor,1,625,63,QB,BUF,21
184,Hansen,Chad,Chad Hansen,5,1125,6,WR,NYJ,61
185,Hooper,Austin,Austin Hooper,3,632,68,TE,ATL,16
187,Hill,Brian,Brian Hill,22,1118,6,RB,CIN,47
188,Forbath,Kai,Kai Forbath,3,1028,9,PK,MIN,6
189,Murray,Latavius,Latavius Murray,1,503,66,RB,MIN,48
190,Golladay,Kenny,Kenny Golladay,2,1066,59,WR,DET,62
191,Bailey,Dan,Dan Bailey,3,634,45,PK,DAL,7
192,Webb,Davis,Davis Webb,1,1087,5,QB,NYG,22
193,Doctson,Josh,Josh Doctson,6,647,54,WR,WAS,63
194,Palmer,Carson,Carson Palmer,1,1066,67,QB,ARI,23
198,Clement,Corey,Corey Clement,2,899,7,RB,PHI,49
199,Patriots,New England,New England Patriots,1,767,73,Def,NEP,6
200,Shepard,Sterling,Sterling Shepard,5,510,61,WR,NYG,64
201,Peterman,Nathan,Nathan Peterman,11,1084,6,QB,BUF,24
202,Vikings,Minnesota,Minnesota Vikings,1,773,73,Def,MIN,7
203,Witten,Jason,Jason Witten,1,538,69,TE,DAL,17
204,Beathard,C.J.,C.J. Beathard,3,746,5,QB,SFO,25
206,Crosby,Mason,Mason Crosby,6,704,45,PK,GBP,8
207,Hollins,Mack,Mack Hollins,2,1169,8,WR,PHI,65
208,Cardinals,Arizona,Arizona Cardinals,1,687,68,Def,ARI,8
209,Burkhead,Rex,Rex Burkhead,2,538,63,RB,NEP,50
210,Bortles,Blake,Blake Bortles,2,654,47,QB,JAC,26
211,Amendola,Danny,Danny Amendola,1,829,32,WR,NEP,66
212,Rodgers,Jacquizz,Jacquizz Rodgers,2,1271,65,RB,TBB,51
215,Charles,Jamaal,Jamaal Charles,2,690,65,RB,DEN,52
216,Lambo,Josh,Josh Lambo,1,1271,8,PK,JAC,9
217,Lutz,Wil,Wil Lutz,1,1237,43,PK,NOS,10
219,Cohen,Tarik,Tarik Cohen,2,1055,25,RB,CHI,53
220,McKinnon,Jerick,Jerick McKinnon,1,612,16,RB,MIN,54
221,Bernard,Giovani,Giovani Bernard,1,540,53,RB,CIN,55
222,Boswell,Chris,Chris Boswell,4,744,29,PK,PIT,11
223,Lockett,Tyler,Tyler Lockett,5,468,53,WR,SEA,67
224,Cutler,Jay,Jay Cutler,1,941,38,QB,MIA,27
228,Woods,Robert,Robert Woods,3,725,39,WR,LAR,68
229,Smith,Alex,Alex Smith,1,633,51,QB,WAS,28
230,Flacco,Joe,Joe Flacco,1,635,51,QB,BAL,29
231,Vinatieri,Adam,Adam Vinatieri,6,917,41,PK,IND,12
232,Panthers,Carolina,Carolina Panthers,7,655,70,Def,CAR,9
233,Brate,Cameron,Cameron Brate,6,499,56,TE,TBB,18
234,Beasley,Cole,Cole Beasley,1,602,57,WR,DAL,69
235,Bradford,Sam,Sam Bradford,4,636,49,QB,MIN,30
236,Williams,Jonathan,Jonathan Williams,1,770,44,RB,NOS,56
237,Perriman,Breshad,Breshad Perriman,2,688,40,WR,BAL,70
239,Henderson,De'Angelo,De'Angelo Henderson,2,1094,19,RB,DEN,57
240,Sanu,Mohamed,Mohamed Sanu,1,565,58,WR,ATL,71
241,Prater,Matt,Matt Prater,2,649,38,PK,DET,13
242,Steelers,Pittsburgh,Pittsburgh Steelers,4,756,66,Def,PIT,10
243,Kittle,George,George Kittle,3,1128,15,TE,SFO,19
244,Lee,Marqise,Marqise Lee,2,656,47,WR,JAC,72
245,Lewis,Dion,Dion Lewis,1,571,49,RB,NEP,58
246,Gabriel,Taylor,Taylor Gabriel,3,641,53,WR,ATL,73
247,Giants,New York,New York Giants,1,764,63,Def,NYG,11
248,Walsh,Blair,Blair Walsh,6,1270,25,PK,SEA,14
249,McManus,Brandon,Brandon McManus,3,880,29,PK,DEN,15
250,Gano,Graham,Graham Gano,6,807,20,PK,CAR,16
251,Fuller,Will,Will Fuller,2,701,33,WR,HOU,74
252,Anderson,Robby,Robby Anderson,1,645,50,WR,NYJ,75
253,Succop,Ryan,Ryan Succop,6,1019,8,PK,TEN,17
254,Goff,Jared,Jared Goff,2,667,39,QB,LAR,31
255,Stills,Kenny,Kenny Stills,6,655,44,WR,MIA,76
256,Eagles,Philadelphia,Philadelphia Eagles,8,762,59,Def,PHI,12
257,Jaguars,Jacksonville,Jacksonville Jaguars,3,671,53,Def,JAC,13
258,Hauschka,Steven,Steven Hauschka,11,713,14,PK,BUF,18
259,Breida,Matt,Matt Breida,2,697,14,RB,SFO,59
260,James,Jesse,Jesse James,1,561,38,TE,PIT,20
261,Cook,Jared,Jared Cook,3,560,50,TE,OAK,21
262,Funchess,Devin,Devin Funchess,2,686,45,WR,CAR,77
263,Agholor,Nelson,Nelson Agholor,2,696,24,WR,PHI,78
264,Falcons,Atlanta,Atlanta Falcons,2,763,54,Def,ATL,14
265,Hopkins,Dustin,Dustin Hopkins,8,916,23,PK,WAS,19
266,Hoyer,Brian,Brian Hoyer,1,740,36,QB,NEP,32
267,Clay,Charles,Charles Clay,9,609,45,TE,BUF,22
268,Washington,DeAndre,DeAndre Washington,5,662,44,RB,OAK,60
269,Hurns,Allen,Allen Hurns,7,693,37,WR,JAC,79
270,Gates,Antonio,Antonio Gates,5,710,47,TE,LAC,23
271,Rams,Los Angeles,Los Angeles Rams,7,768,48,Def,LAR,15
272,Smallwood,Wendell,Wendell Smallwood,4,671,32,RB,PHI,61
273,Nelson,J.J.,J.J. Nelson,3,685,40,WR,ARI,80
274,West,Charcandrick,Charcandrick West,3,1528,20,RB,KCC,62
275,Austin,Tavon,Tavon Austin,2,540,33,WR,LAR,81
276,Ravens,Baltimore,Baltimore Ravens,7,769,50,Def,BAL,16
277,Garoppolo,Jimmy,Jimmy Garoppolo,1,703,16,QB,SFO,33
278,Allen,Dwayne,Dwayne Allen,6,746,41,TE,NEP,24
279,Dawson,Phil,Phil Dawson,11,994,11,PK,ARI,20
280,Green,Ladarius,Ladarius Green,13,1042,5,TE,FA,25
281,Coleman,Brandon,Brandon Coleman,2,974,7,WR,NOS,82
282,Vereen,Shane,Shane Vereen,7,1374,39,RB,NYG,63
283,Sims,Charles,Charles Sims,3,687,36,RB,TBB,64
284,Glennon,Mike,Mike Glennon,1,879,16,QB,CHI,34
285,Gordon,Josh,Josh Gordon,3,928,16,WR,CLE,83
286,Yeldon,T.J.,T.J. Yeldon,1,1197,24,RB,JAC,65
287,McDonald,Vance,Vance McDonald,2,1127,21,TE,PIT,26
288,Treadwell,Laquon,Laquon Treadwell,12,613,25,WR,MIN,84
289,Wright,Kendall,Kendall Wright,2,1821,20,WR,CHI,85
290,Booker,Devontae,Devontae Booker,9,728,26,RB,DEN,66
291,Raiders,Oakland,Oakland Raiders,9,571,41,Def,OAK,17
292,Chargers,Los Angeles,Los Angeles Chargers,12,603,39,Def,LAC,18
293,Smith,Torrey,Torrey Smith,1,1669,35,WR,PHI,86
294,Seferian-Jenkins,Austin,Austin Seferian-Jenkins,8,1159,28,TE,NYJ,27
295,Richardson,Paul,Paul Richardson,2,1385,30,WR,SEA,87
296,Bills,Buffalo,Buffalo Bills,6,757,40,Def,BUF,19
297,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,3,586,39,Def,TBB,20
298,Pitta,Dennis,Dennis Pitta,33,821,5,TE,FA,28
299,Richard,Jalen,Jalen Richard,6,715,27,RB,OAK,67
300,Higbee,Tyler,Tyler Higbee,5,1153,14,TE,LAR,29
301,Titans,Tennessee,Tennessee Titans,14,741,32,Def,TEN,21
302,Packers,Green Bay,Green Bay Packers,11,766,37,Def,GBP,22
303,Morris,Alfred,Alfred Morris,3,1183,16,RB,DAL,68
304,Bengals,Cincinnati,Cincinnati Bengals,5,612,37,Def,CIN,23
305,Goodwin,Marquise,Marquise Goodwin,4,1074,16,WR,SFO,88
306,Boldin,Anquan,Anquan Boldin,2,835,11,WR,FA,89
307,Dorsett,Phillip,Phillip Dorsett,5,712,10,WR,NEP,90
308,Lynch,Paxton,Paxton Lynch,4,882,8,QB,DEN,35
309,Oliver,Branden,Branden Oliver,5,1472,13,RB,LAC,69
310,Boyd,Tyler,Tyler Boyd,10,623,16,WR,CIN,91
311,Rogers,Eli,Eli Rogers,5,1258,12,WR,PIT,92
312,Cowboys,Dallas,Dallas Cowboys,4,499,26,Def,DAL,24
313,Ivory,Chris,Chris Ivory,8,1087,10,RB,JAC,70
314,Drake,Kenyan,Kenyan Drake,1,839,10,RB,MIA,71
315,Dolphins,Miami,Miami Dolphins,11,761,31,Def,MIA,25
316,Benjamin,Travis,Travis Benjamin,12,655,20,WR,LAC,93
317,LaFell,Brandon,Brandon LaFell,11,1075,17,WR,CIN,94
318,Watson,Ben,Ben Watson,2,1764,13,TE,BAL,30
319,Aiken,Kamar,Kamar Aiken,5,825,13,WR,IND,95
320,Brown,Jaron,Jaron Brown,7,1038,7,WR,ARI,96
321,Browns,Cleveland,Cleveland Browns,2,759,11,Def,CLE,26
322,49ers,San Francisco,San Francisco 49ers,5,593,9,Def,SFO,27
323,Bears,Chicago,Chicago Bears,8,658,11,Def,CHI,28
324,Allen,Javorius,Javorius Allen,3,896,5,RB,BAL,72
325,Miller,Braxton,Braxton Miller,3,1305,9,WR,HOU,97
326,Williams,Terrance,Terrance Williams,1,723,14,WR,DAL,98
327,Hightower,Tim,Tim Hightower,5,1403,10,RB,FA,73
328,Colts,Indianapolis,Indianapolis Colts,34,760,7,Def,IND,29
329,Zenner,Zach,Zach Zenner,2,1815,8,RB,DET,74
330,Redskins,Washington,Washington Redskins,20,770,11,Def,WAS,30
331,Lions,Detroit,Detroit Lions,4,765,9,Def,DET,31
332,Davis,Vernon,Vernon Davis,14,719,13,TE,WAS,31
333,Floyd,Michael,Michael Floyd,12,764,6,WR,MIN,99
334,Mathews,Ryan,Ryan Mathews,14,823,7,RB,FA,75
335,Barnidge,Gary,Gary Barnidge,21,967,5,TE,FA*,32
336,Langford,Jeremy,Jeremy Langford,16,1112,6,RB,NYJ,76
337,Patterson,Cordarrelle,Cordarrelle Patterson,15,1308,6,WR,OAK,100
338,Gresham,Jermaine,Jermaine Gresham,13,923,6,TE,ARI,33
