"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"32","Golden Tate (NYG)","74","113","795","10.7","67","9","4","4","34","0","0","15","145.9","9.7","18.5%"
"33","Dede Westbrook (JAC)","66","101","717","10.9","61","15","5","9","98","0","2","16","140.6","8.8","0.9%"
"34","Zay Jones (LV)","56","102","652","11.6","57","7","7","1","0","0","0","16","137.2","8.6","0.1%"
"35","Nelson Agholor (LV)","64","97","736","11.5","83","10","4","3","32","0","0","16","133.4","8.3","34.5%"
"36","Robby Anderson (CAR)","50","93","752","15.0","76","10","6","2","-8","0","2","14","131.4","9.4","93.2%"
"37","DeSean Jackson (PHI)","41","74","774","18.9","75","13","4","6","29","1","0","12","130.8","10.9","10.2%"
"38","D.J. Moore (CAR)","55","82","788","14.3","82","9","2","13","172","0","3","16","129.5","8.1","96.3%"
"39","Demaryius Thomas (FA)","59","89","677","11.5","45","9","5","0","0","0","0","15","127.2","8.5","0.0%"
"40","A.J. Green (CIN)","46","77","694","15.1","38","12","6","0","0","0","1","9","126.4","14.0","46.4%"
"41","Allen Robinson II (CHI)","55","94","754","13.7","43","11","4","1","9","0","1","13","125.8","9.7","99.0%"
"42","Jordy Nelson (FA)","63","88","739","11.7","66","7","3","1","-2","0","0","15","125.2","8.3","0.1%"
"43","John Brown (BUF)","42","97","715","17.0","71","11","5","3","4","0","0","16","122.9","7.7","42.7%"
"44","Taylor Gabriel (FA)","67","93","688","10.3","54","7","2","9","61","0","1","16","118.4","7.4","0.0%"
"45","Josh Gordon (SEA)","41","71","737","18.0","55","12","4","0","0","0","0","12","118.2","9.9","5.2%"
"46","Cole Beasley (BUF)","65","86","672","10.3","32","3","3","0","0","0","0","16","117.7","7.4","58.0%"
"47","Curtis Samuel (CAR)","39","65","494","12.7","53","6","5","8","84","2","1","13","117.3","9.0","67.3%"
"48","Tyrell Williams (LV)","41","64","653","15.9","75","11","5","2","15","0","0","16","117.3","7.3","1.2%"
"49","Doug Baldwin (FA)","50","73","618","12.4","42","9","5","0","0","0","0","13","116.8","9.0","0.0%"
"50","Kenny Stills (FA)","37","64","553","14.9","75","7","6","0","0","0","0","15","115.9","7.7","0.8%"
"51","Courtland Sutton (DEN)","42","84","704","16.8","42","16","4","1","-1","0","0","16","115.3","7.2","18.5%"
"52","Cooper Kupp (LAR)","40","55","566","14.2","70","9","6","4","25","0","0","8","115.1","14.4","97.2%"
"53","Antonio Callaway (MIA)","43","79","586","13.6","71","8","5","2","7","0","1","16","110.8","6.9","0.1%"
"54","Donte Moncrief (NE)","48","90","668","13.9","80","7","3","0","0","0","1","16","106.8","6.7","0.0%"
"55","Michael Crabtree (FA)","54","100","607","11.2","27","6","3","0","0","0","0","16","105.7","6.6","0.0%"
"56","Anthony Miller (CHI)","33","54","423","12.8","55","6","7","6","26","0","0","15","103.7","6.9","14.3%"
"57","Willie Snead IV (BAL)","62","95","651","10.5","28","5","1","1","13","0","0","16","103.4","6.5","1.9%"
"58","Christian Kirk (ARI)","43","68","590","13.7","75","8","3","3","35","0","0","12","102.0","8.5","64.9%"
"59","Devin Funchess (GB)","44","79","549","12.5","27","8","4","0","0","0","0","14","100.9","7.2","0.6%"
"60","Rashard Higgins (CLE)","39","53","572","14.7","40","11","4","0","0","0","1","13","98.7","7.6","5.8%"
"61","Marvin Jones Jr. (DET)","35","62","508","14.5","39","5","5","0","0","0","0","9","98.3","10.9","78.5%"
"62","Danny Amendola (DET)","59","79","575","9.7","39","4","1","1","-2","0","0","15","97.9","6.5","3.5%"
"63","Sammy Watkins (KC)","40","55","519","13.0","50","7","3","5","52","0","0","10","95.1","9.5","46.6%"
"64","Kendrick Bourne (SF)","42","66","487","11.6","33","6","4","0","0","0","0","16","93.7","5.9","2.6%"
"65","Marquez Valdes-Scantling (GB)","38","72","581","15.3","60","8","2","2","29","0","0","16","92.0","5.8","17.0%"
"66","Chester Rogers (TEN)","53","72","485","9.2","34","5","2","1","-4","0","0","16","90.6","5.7","0.0%"
"67","Will Fuller V (HOU)","32","45","503","15.7","73","7","4","0","0","0","0","7","90.3","12.9","50.3%"
"68","Dante Pettis (NYG)","27","45","467","17.3","75","9","5","1","-2","0","0","12","90.0","7.5","0.1%"
"69","Chris Hogan (NYJ)","35","53","532","15.2","63","11","3","0","0","0","0","16","88.7","5.5","0.2%"
"70","David Moore (SEA)","26","52","445","17.1","54","8","5","1","5","0","0","16","88.0","5.5","3.3%"
"71","Josh Doctson (NYJ)","44","78","532","12.1","32","7","2","0","0","0","0","15","87.2","5.8","0.0%"
"72","Tre'Quan Smith (NO)","28","44","427","15.3","62","6","5","0","0","0","0","15","86.7","5.8","7.3%"
"73","Robert Foster (WAS)","27","45","541","20.0","75","9","3","0","0","0","0","13","85.6","6.6","0.0%"
"74","Josh Reynolds (LAR)","29","53","402","13.9","33","6","5","2","8","0","0","16","85.5","5.3","10.0%"
"75","Seth Roberts (GB)","45","64","494","11.0","44","7","2","3","5","0","0","15","84.4","5.6","0.0%"
"76","Albert Wilson (MIA)","26","35","391","15.0","75","7","4","8","16","0","0","7","83.8","12.0","0.1%"
"77","Michael Gallup (DAL)","33","68","507","15.4","49","10","2","0","0","0","0","16","81.2","5.1","40.8%"
"78","Cordarrelle Patterson (CHI)","21","28","247","11.8","55","4","3","42","228","1","1","15","80.0","5.3","6.0%"
"79","Jarius Wright (FA)","43","59","447","10.4","33","8","1","2","39","0","1","16","76.1","4.8","0.0%"
"80","Marquise Goodwin (PHI)","23","43","395","17.2","67","5","4","4","9","0","0","11","75.9","6.9","0.1%"
"81","Chris Conley (JAC)","32","52","334","10.4","27","4","5","0","0","0","2","16","75.4","4.7","0.9%"
"82","John Ross (CIN)","21","58","210","10.0","39","3","7","4","9","0","0","13","74.4","5.7","0.8%"
"83","Keelan Cole Sr. (JAC)","38","70","491","12.9","35","7","1","0","0","0","2","16","70.1","4.4","20.9%"
"84","Taywan Taylor (CLE)","37","56","466","12.6","55","3","1","0","0","0","1","13","69.1","5.3","0.0%"
"85","Jamison Crowder (NYJ)","29","50","388","13.4","79","4","2","4","30","0","0","9","68.3","7.6","72.3%"
"86","Quincy Enunwa (FA)","38","68","449","11.8","42","6","1","1","0","0","1","11","67.9","6.2","0.0%"
"87","Randall Cobb (HOU)","38","61","383","10.1","75","4","2","0","0","0","1","9","67.4","7.5","10.7%"
"88","Phillip Dorsett II (SEA)","32","42","290","9.1","20","1","3","4","29","0","0","16","65.9","4.1","0.2%"
"89","Demarcus Robinson (KC)","22","33","288","13.1","89","3","4","0","0","0","0","16","63.8","4.0","1.7%"
"90","Dontrelle Inman (WAS)","28","39","304","10.9","29","4","3","0","0","0","0","9","62.4","6.9","0.2%"
"91","Aldrick Robinson (FA)","17","35","231","13.6","40","2","5","0","0","0","0","14","61.6","4.4","0.0%"
"92","Jermaine Kearse (FA)","37","76","371","10.0","29","3","1","0","0","0","0","14","61.6","4.4","0.0%"
"93","Tajae Sharpe (MIN)","26","47","316","12.2","28","2","2","1","16","0","0","16","58.2","3.6","0.0%"
"94","Ryan Grant (FA)","35","52","334","9.5","23","3","1","0","0","0","0","14","56.9","4.1","0.0%"
"95","Kelvin Benjamin (FA)","25","67","380","15.2","40","5","1","0","0","0","0","15","56.5","3.8","0.0%"
"96","Breshad Perriman (NYJ)","16","25","340","21.3","66","4","2","4","2","0","0","10","54.2","5.4","20.0%"
"97","Laquon Treadwell (ATL)","35","53","302","8.6","22","1","1","0","0","0","0","15","53.7","3.6","0.0%"
"98","Jaron Brown (ARI)","14","19","166","11.9","45","1","5","0","0","0","0","16","53.6","3.4","0.0%"
"99","Zach Pascal (IND)","27","46","268","9.9","28","1","2","2","10","0","0","16","53.3","3.3","3.8%"
"100","Geronimo Allison (DET)","20","30","303","15.2","64","4","2","0","0","0","0","5","52.3","10.5","0.0%"
"101","Jordan Matthews (SF)","20","28","300","15.0","56","3","2","0","0","0","0","14","52.0","3.7","0.0%"
"102","Allen Hurns (MIA)","20","36","295","14.8","49","6","2","0","0","0","0","16","51.5","3.2","0.0%"
"103","Ryan Switzer (CLE)","36","44","253","7.0","24","1","1","6","21","0","0","16","51.4","3.2","0.0%"
"104","DaeSean Hamilton (DEN)","30","46","243","8.1","24","1","2","0","0","0","0","14","51.3","3.7","0.1%"
"105","Jakeem Grant (MIA)","21","34","268","12.8","52","2","2","1","5","0","0","10","49.8","5.0","5.1%"
"106","Paul Richardson Jr. (FA)","20","35","262","13.1","46","5","2","2","9","0","0","7","49.1","7.0","0.0%"
"107","DeVante Parker (MIA)","24","47","309","12.9","46","3","1","0","0","0","0","11","48.9","4.4","92.3%"
"108","Tim Patrick (DEN)","23","41","315","13.7","26","6","1","3","17","0","1","16","48.7","3.0","18.3%"
"109","Keke Coutee (HOU)","28","41","287","10.3","40","2","1","3","0","0","0","6","48.7","8.1","18.8%"
"110","Pierre Garcon (FA)","24","45","286","11.9","25","5","1","0","0","0","0","8","46.6","5.8","0.0%"
"111","Maurice Harris (FA)","28","47","304","10.9","42","3","0","2","10","0","0","12","45.4","3.8","0.0%"
"112","Terrelle Pryor (FA)","16","30","252","15.8","44","5","2","1","-1","0","0","8","45.1","5.6","0.0%"
"113","Bruce Ellington (FA)","31","42","224","7.2","23","2","1","1","2","0","0","7","44.1","6.3","0.0%"
"114","Ted Ginn Jr. (FA)","17","30","209","12.3","42","3","2","3","26","0","1","5","44.0","8.8","0.2%"
"115","Equanimeous St. Brown (GB)","21","36","328","15.6","54","5","0","1","5","0","0","12","43.8","3.7","0.1%"
"116","Isaiah McKenzie (BUF)","18","30","179","9.9","23","1","0","10","66","2","1","8","43.5","5.4","0.0%"
"117","Trent Taylor (SF)","26","40","215","8.3","23","1","1","0","0","0","0","14","42.5","3.0","0.7%"
"118","Torrey Smith (FA)","17","30","190","11.2","35","2","2","0","0","0","0","11","41.5","3.8","0.0%"
"119","TJ Jones (FA)","19","26","190","10.0","26","3","2","0","0","0","0","15","40.5","2.7","0.0%"
"120","Keith Kirkwood (CAR)","13","21","209","16.1","42","4","2","0","0","0","0","8","39.4","4.9","0.0%"
"121","Chris Moore (BAL)","19","25","196","10.3","30","3","1","5","17","0","0","16","36.8","2.3","0.0%"
"122","Trent Sherfield (ARI)","19","28","210","11.1","21","1","1","0","0","0","0","13","36.5","2.8","0.0%"
"123","Martavis Bryant (FA)","19","27","266","14.0","47","6","0","3","23","0","1","8","36.4","4.6","0.0%"
"124","Russell Shepard (FA)","10","19","188","18.8","49","4","2","0","0","0","0","12","35.8","3.0","0.0%"
"125","James Washington (PIT)","16","38","217","13.6","47","3","1","0","0","0","0","14","35.7","2.6","3.8%"
"126","Tavon Austin (GB)","8","13","140","17.5","64","2","2","6","55","0","0","7","35.5","5.1","0.3%"
"127","Travis Benjamin (SF)","12","24","186","15.5","46","4","1","7","41","0","0","12","34.7","2.9","0.0%"
"128","Bennie Fowler III (NO)","16","27","199","12.4","26","3","1","0","0","0","0","10","33.9","3.4","0.0%"
"129","Chad Williams (KC)","17","46","171","10.1","22","1","1","1","9","0","0","10","32.5","3.3","0.0%"
"130","Justin Hardy (FA)","14","22","133","9.5","19","0","2","0","0","0","0","16","32.3","2.0","0.0%"
"131","Brandon LaFell (FA)","12","16","135","11.3","24","1","2","0","0","0","0","6","31.5","5.3","0.0%"
"132","DeAndre Carter (CHI)","22","25","216","9.8","50","2","0","1","7","0","1","14","31.3","2.2","0.0%"
"133","Cody Latimer (FA)","11","16","190","17.3","39","4","1","0","0","0","0","6","30.5","5.1","0.0%"
"134","Cody Core (NYG)","13","28","160","12.3","30","2","1","0","0","0","0","14","30.5","2.2","0.0%"
"135","Marcell Ateman (LV)","15","31","154","10.3","32","2","1","0","0","0","0","7","28.9","4.1","0.0%"
"136","Alex Erickson (CIN)","20","29","167","8.4","28","1","0","3","22","0","1","16","26.9","1.7","0.0%"
"137","Josh Bellamy (FA)","14","25","117","8.4","20","1","1","0","0","0","0","16","26.7","1.7","0.0%"
"138","Austin Carr (NO)","9","14","97","10.8","25","1","2","0","0","0","0","14","26.2","1.9","0.0%"
"139","Marvin Hall (DET)","10","19","149","14.9","47","2","1","2","0","0","0","16","25.9","1.6","0.8%"
"140","Brandon Marshall (FA)","11","23","136","12.4","27","2","1","0","0","0","0","7","25.1","3.6","5.0%"
"141","Deonte Thompson (FA)","17","30","161","9.5","15","0","0","0","0","0","0","13","24.6","1.9","0.0%"
"142","Michael Floyd (FA)","10","24","100","10.0","20","1","1","0","0","0","0","13","23.0","1.8","0.0%"
"143","Andre Holmes (FA)","13","24","162","12.5","24","5","0","0","0","0","0","15","22.7","1.5","0.0%"
"144","D.J. Chark Jr. (JAC)","14","32","174","12.4","38","2","0","0","0","0","1","11","22.4","2.0","86.3%"
"145","Richie James Jr. (SF)","9","14","130","14.4","53","2","1","0","0","0","1","13","21.5","1.7","2.2%"
"146","Damion Ratley (HOU)","13","20","144","11.1","27","3","0","0","0","0","0","13","20.9","1.6","0.0%"
"147","Jake Kumerow (BUF)","8","11","103","12.9","49","1","1","0","0","0","0","5","20.3","4.1","0.0%"
"148","Cameron Meredith (FA)","9","10","114","12.7","46","2","1","0","0","0","1","6","19.9","3.3","0.0%"
"149","Andy Jones (FA)","11","24","80","7.3","15","0","1","0","0","0","0","8","19.5","2.4","0.0%"
"150","Deontay Burnett (PHI)","10","15","143","14.3","29","3","0","0","0","0","0","5","19.3","3.9","0.0%"
"151","Marcus Johnson (IND)","6","8","102","17.0","34","1","1","1","-2","0","0","5","19.0","3.8","0.1%"
"152","Andre Roberts (BUF)","10","18","79","7.9","20","1","1","2","20","0","1","16","18.9","1.2","0.1%"
"153","Brandon Powell (ATL)","11","17","129","11.7","41","1","0","1","4","0","0","6","18.8","3.1","0.0%"
"154","Trey Quinn (JAC)","9","10","75","8.3","15","0","1","1","0","0","0","3","18.0","6.0","0.0%"
"155","Leonte Carroo (FA)","2","4","94","47.0","74","2","1","1","14","0","0","9","17.8","2.0","0.0%"
"156","Vyncint Smith (NYJ)","5","10","91","18.2","35","2","1","0","0","0","0","7","17.6","2.5","0.0%"
"157","Darius Jennings (FA)","11","15","101","9.2","36","1","0","1","2","0","0","16","16.6","1.0","0.0%"
"158","Eli Rogers (FA)","12","14","79","6.6","17","0","0","1","-4","0","0","3","15.5","5.2","0.0%"
"159","Brice Butler (FA)","6","10","60","10.0","23","1","1","0","0","0","0","8","15.0","1.9","0.0%"
"160","Tommylee Lewis (NO)","3","3","60","20.0","28","2","1","2","10","0","1","7","12.5","1.8","0.0%"
"161","Cam Batson (TEN)","8","11","82","10.3","26","1","0","1","1","0","0","11","12.3","1.1","0.0%"
"162","Kevin White (SF)","4","8","92","23.0","54","2","0","0","0","0","0","9","11.2","1.2","0.0%"
"163","De'Anthony Thomas (BAL)","3","5","29","9.7","15","0","1","1","6","0","0","5","11.0","2.2","0.0%"
"164","Corey Coleman (NYG)","5","8","71","14.2","30","1","0","1","5","0","0","8","10.1","1.3","0.0%"
"165","J.J. Nelson (FA)","7","19","64","9.1","17","0","0","4","0","0","0","14","9.9","0.7","0.0%"
"166","Russell Gage (ATL)","6","10","63","10.5","22","1","0","0","0","0","0","15","9.3","0.6","8.7%"
"167","Kamar Aiken (FA)","6","7","53","8.8","18","0","0","0","0","0","0","5","8.3","1.7","0.0%"
"168","Dwayne Harris (CHI)","6","6","40","6.7","13","0","0","2","12","0","0","15","8.2","0.5","0.0%"
"169","Noah Brown (DAL)","5","8","54","10.8","22","1","0","0","0","0","0","8","7.9","1.0","0.0%"
"170","Derrick Willies (CLE)","3","5","61","20.3","39","1","0","0","0","0","0","5","7.6","1.5","0.0%"
"171","Bobo Wilson (FA)","4","5","52","13.0","25","1","0","0","0","0","0","5","7.2","1.4","0.0%"
"172","Rashad Greene (FA)","6","8","60","10.0","12","0","0","0","0","0","1","8","7.0","0.9","0.0%"
"173","Jawill Davis (FA)","4","8","40","10.0","22","1","0","0","0","0","0","7","6.0","0.9","0.0%"
"174","Chad Beebe (MIN)","4","4","39","9.8","18","0","0","0","0","0","0","3","5.9","2.0","0.1%"
"175","Auden Tate (CIN)","4","12","35","8.8","15","0","0","0","0","0","0","7","5.5","0.8","0.6%"
"176","Shelton Gibson (CAR)","1","3","48","48.0","48","1","0","0","0","0","0","15","5.3","0.4","0.0%"
"177","Jalen Tolliver (FA)","3","6","37","12.3","15","0","0","0","0","0","0","3","5.2","1.7","0.0%"
"178","Javon Wims (CHI)","4","5","32","8.0","16","0","0","0","0","0","0","4","5.2","1.3","0.0%"
"179","Rishard Matthews (FA)","5","9","24","4.8","7","0","0","0","0","0","0","8","4.9","0.6","0.0%"
"180","Ray-Ray McCloud (PIT)","5","6","36","7.2","16","0","0","2","4","0","1","10","4.5","0.5","0.1%"
"181","Justin Hunter (FA)","3","13","21","7.0","12","0","0","0","0","0","0","5","3.6","0.7","0.0%"
"182","Charone Peake (FA)","2","3","25","12.5","14","0","0","0","0","0","0","13","3.5","0.3","0.0%"
"183","Brian Quick (FA)","3","3","18","6.0","6","0","0","0","0","0","0","6","3.3","0.6","0.0%"
"184","Malik Turner (DAL)","2","3","20","10.0","19","0","0","0","0","0","0","6","3.0","0.5","0.0%"
"185","River Cracraft (SF)","1","2","44","44.0","44","1","0","0","0","0","1","8","2.9","0.4","0.0%"
"186","Terrance Williams (FA)","2","3","18","9.0","12","0","0","0","0","0","0","3","2.8","0.9","0.0%"
"187","Brandon Zylstra (CAR)","1","2","23","23.0","23","1","0","0","0","0","0","16","2.8","0.2","0.0%"
"188","KhaDarel Hodge (CLE)","2","3","17","8.5","14","0","0","0","0","0","0","14","2.7","0.2","0.1%"
"189","Gehrig Dieter (KC)","1","3","22","22.0","22","1","0","0","0","0","0","4","2.7","0.7","0.0%"
"190","Nick Williams (FA)","2","5","17","8.5","11","0","0","0","0","0","0","4","2.7","0.7","0.0%"
"191","Tim White (FA)","1","1","14","14.0","14","0","0","0","0","0","0","3","1.9","0.6","0.0%"
"192","Sammie Coates (FA)","1","2","12","12.0","12","0","0","0","0","0","0","12","1.7","0.1","0.0%"
"193","Josh Malone (NYJ)","1","5","12","12.0","12","0","0","0","0","0","0","9","1.7","0.2","0.0%"
"194","Jeremy Kerley (FA)","2","4","7","3.5","4","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"195","Victor Bolden Jr. (DET)","1","4","10","10.0","10","0","0","0","0","0","0","6","1.5","0.3","0.0%"
"196","Justin Hardee (NO)","1","1","10","10.0","10","0","0","0","0","0","0","16","1.5","0.1","5.0%"
"197","Cam Phillips (FA)","1","1","9","9.0","9","0","0","0","0","0","0","2","1.4","0.7","0.0%"
"198","Damiere Byrd (NE)","1","2","8","8.0","8","0","0","0","0","0","0","8","1.3","0.2","3.0%"
"199","Keon Hatcher (FA)","1","2","8","8.0","8","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"200","Darvin Kidsy (SEA)","1","2","8","8.0","8","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"201","Allen Lazard (GB)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.2","1.2","35.3%"
"202","Marcus Kemp (KC)","1","2","7","7.0","7","0","0","0","0","0","0","16","1.2","0.1","0.0%"
"203","Justin Watson (TB)","1","3","5","5.0","5","0","0","0","0","0","0","12","1.0","0.1","0.1%"
"204","Jehu Chesson (FA)","1","2","7","7.0","7","0","0","1","-4","0","0","12","0.8","0.1","0.0%"
"205","Darrius Heyward-Bey (FA)","1","2","9","9.0","9","0","0","1","-7","0","0","14","0.7","0.1","0.0%"
"206","J'Mon Moore (HOU)","2","3","15","7.5","10","0","0","0","0","0","1","12","0.5","0.0","0.0%"
"207","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","A.J. Brown (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.1%"
"211","Malik Taylor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"212","D.K. Metcalf (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"213","N'Keal Harry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.4%"
"214","Marquise Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.6%"
"215","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"216","Hakeem Butler (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"217","JJ Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"218","Deebo Samuel (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.8%"
"219","Riley Ridley (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"220","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"222","Joe Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Jakobi Meyers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.9%"
"224","Shawn Poindexter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"226","Olamide Zaccheaus (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"227","Steven Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"228","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"229","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Jason Moore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Mecole Hardman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.7%"
"232","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Nsimba Webster (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Malik Henry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Deonte Harris (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"237","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Antoine Wesley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Chase Claypool (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.4%"
"240","Terry McLaurin (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.1%"
"241","Diontae Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.6%"
"242","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Scotty Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"244","Travis Fulgham (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.9%"
"245","KeeSean Johnson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"246","Olabisi Johnson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"247","Darius Slayton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.0%"
"248","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Juwann Winfree (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
